Gemeente,NIS-code,Centrumstad?,Indicator,Herkomst,Jaar,Aantal personen van 0 tot en met 59 jaar dat leeft in een gezin met zeer lage werkintensiteit naar herkomst,Aantal inwoners van 0 tot en met 59 jaar naar herkomst (KSZ-cijfers),Procent
Kasterlee,13017,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2017,18,85,0.2118
Kasterlee,13017,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2017,31,122,0.2541
Kasterlee,13017,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2017,172,800,0.215
Kasterlee,13017,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2017,14,84,0.1667
Kasterlee,13017,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2018,683,11797,0.0579
Kasterlee,13017,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2018,179,1055,0.1697
Kasterlee,13017,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2018,174,601,0.2895
Kasterlee,13017,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2018,98,359,0.273
Kasterlee,13017,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2018,21,169,0.1243
Kasterlee,13017,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2018,41,112,0.3661
Kasterlee,13017,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2018,35,130,0.2692
Kasterlee,13017,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2018,147,799,0.184
Kasterlee,13017,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2018,11,87,0.1264
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2009,752,11935,0.063
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2009,112,626,0.1789
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2009,53,215,0.2465
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2009,27,140,0.1929
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2009,8,54,0.1481
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2009,24,47,0.5106
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2009,90,521,0.1727
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2009,14,51,0.2745
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2010,781,12022,0.065
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2010,107,626,0.1709
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2010,68,242,0.281
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2010,36,159,0.2264
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2010,11,66,0.1667
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2010,31,55,0.5636
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2010,85,512,0.166
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2010,11,48,0.2292
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2011,792,12011,0.0659
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2011,115,664,0.1732
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2011,81,284,0.2852
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2011,36,170,0.2118
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2011,12,75,0.16
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2011,14,51,0.2745
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2011,31,63,0.4921
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2011,89,544,0.1636
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2011,14,45,0.3111
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2012,734,11867,0.0619
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2012,93,676,0.1376
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2012,112,304,0.3684
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2012,48,178,0.2697
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2012,10,89,0.1124
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2012,42,68,0.6176
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2012,22,58,0.3793
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2012,78,547,0.1426
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2012,5,40,0.125
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2013,691,11722,0.0589
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2013,124,698,0.1777
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2013,95,341,0.2786
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2013,29,186,0.1559
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2013,26,110,0.2364
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2013,46,90,0.5111
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2013,20,65,0.3077
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2013,94,546,0.1722
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2013,4,42,0.0952
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2014,724,11599,0.0624
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2014,116,724,0.1602
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2014,118,355,0.3324
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2014,35,193,0.1813
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2014,19,121,0.157
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2014,54,91,0.5934
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2014,29,71,0.4085
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2014,95,558,0.1703
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2015,778,11404,0.0682
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2015,147,745,0.1973
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2015,125,368,0.3397
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2015,52,206,0.2524
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2015,31,133,0.2331
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2015,41,78,0.5256
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2015,32,84,0.381
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2015,108,561,0.1925
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2015,8,51,0.1569
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2016,721,11300,0.0638
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2016,107,721,0.1484
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2016,98,401,0.2444
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2016,53,230,0.2304
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2016,23,127,0.1811
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2016,17,81,0.2099
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2016,28,90,0.3111
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2016,79,539,0.1466
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2016,5,55,0.0909
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2017,709,11101,0.0639
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2017,100,739,0.1353
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2017,99,433,0.2286
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2017,57,247,0.2308
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2017,21,126,0.1667
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2017,17,94,0.1809
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2017,25,92,0.2717
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2017,69,550,0.1255
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2017,10,63,0.1587
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2018,654,11021,0.0593
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2018,96,757,0.1268
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2018,129,472,0.2733
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2018,57,248,0.2298
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2018,18,136,0.1324
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2018,36,113,0.3186
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2018,36,111,0.3243
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2018,69,546,0.1264
Lille,13019,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2018,9,75,0.12
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2009,528,6922,0.0763
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2009,49,320,0.1531
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2009,16,150,0.1067
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2009,9,77,0.1169
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2009,4,25,0.16
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2009,5,33,0.1515
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2009,39,245,0.1592
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2009,6,50,0.12
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2010,587,6911,0.0849
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2010,56,314,0.1783
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2010,24,184,0.1304
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2010,17,98,0.1735
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2010,9,27,0.3333
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2010,5,48,0.1042
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2010,45,238,0.1891
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2011,573,6893,0.0831
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2011,64,328,0.1951
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2011,43,209,0.2057
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2011,26,114,0.2281
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2011,10,31,0.3226
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2011,10,39,0.2564
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2011,7,56,0.125
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2011,49,242,0.2025
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2011,5,55,0.0909
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2012,580,6879,0.0843
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2012,53,359,0.1476
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2012,46,232,0.1983
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2012,32,135,0.237
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2012,4,37,0.1081
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2012,9,38,0.2368
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2012,5,59,0.0847
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2012,43,265,0.1623
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2012,6,57,0.1053
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2013,562,6800,0.0826
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2013,73,390,0.1872
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2013,49,247,0.1984
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2013,28,145,0.1931
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2013,7,46,0.1522
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2013,4,31,0.129
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2013,17,71,0.2394
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2013,65,285,0.2281
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2014,536,6797,0.0789
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2014,88,447,0.1969
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2014,71,287,0.2474
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2014,54,172,0.314
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2014,16,58,0.2759
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2014,5,33,0.1515
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2014,12,82,0.1463
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2014,70,327,0.2141
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2015,533,6749,0.079
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2015,82,473,0.1734
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2015,68,325,0.2092
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2015,58,196,0.2959
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2015,20,65,0.3077
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2015,4,38,0.1053
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2015,6,91,0.0659
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2015,57,344,0.1657
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2015,5,64,0.0781
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2016,510,6634,0.0769
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2016,77,476,0.1618
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2016,72,336,0.2143
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2016,59,216,0.2731
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2016,12,69,0.1739
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2016,6,36,0.1667
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2016,7,84,0.0833
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2016,58,333,0.1742
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2016,7,74,0.0946
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2017,523,6634,0.0788
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2017,76,485,0.1567
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2017,70,383,0.1828
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2017,41,237,0.173
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2017,17,82,0.2073
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2017,4,42,0.0952
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2017,25,104,0.2404
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2017,49,335,0.1463
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2017,10,68,0.1471
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2018,481,6583,0.0731
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2018,50,518,0.0965
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2018,82,417,0.1966
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2018,51,266,0.1917
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2018,4,44,0.0909
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2018,27,107,0.2523
Meerhout,13021,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2018,44,347,0.1268
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2009,295,5813,0.0507
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2009,148,782,0.1893
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2009,24,99,0.2424
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2009,21,79,0.2658
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2009,17,64,0.2656
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2009,130,690,0.1884
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2010,286,5763,0.0496
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2010,163,806,0.2022
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2010,24,99,0.2424
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2010,20,77,0.2597
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2010,160,712,0.2247
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2011,273,5735,0.0476
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2011,147,845,0.174
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2011,25,121,0.2066
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2011,15,94,0.1596
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2011,5,11,0.4545
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2011,5,16,0.3125
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2011,142,729,0.1948
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2012,338,5657,0.0597
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2012,151,884,0.1708
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2012,137,218,0.6284
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2012,79,145,0.5448
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2012,4,118,0.0339
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2012,27,31,0.871
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2012,31,42,0.7381
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2012,146,724,0.2017
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2013,276,5569,0.0496
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2013,170,954,0.1782
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2013,165,278,0.5935
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2013,85,172,0.4942
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2013,10,176,0.0568
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2013,32,39,0.8205
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2013,48,67,0.7164
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2013,151,728,0.2074
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2013,9,50,0.18
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2014,273,5465,0.05
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2014,182,951,0.1914
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2014,90,187,0.4813
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2014,48,119,0.4034
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2014,12,163,0.0736
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2014,14,19,0.7368
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2014,28,49,0.5714
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",West- en Noord-EU15,2014,163,734,0.2221
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Zuid-EU15,2014,7,54,0.1296
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",België,2015,276,5401,0.0511
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU,2015,191,969,0.1971
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Niet-EU,2015,114,230,0.4957
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Andere landen,2015,40,130,0.3077
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",EU13,2015,14,174,0.0805
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Europa niet-EU,2015,17,23,0.7391
Merksplas,13023,nee,"Personen in gezin met zeer lage werkintensiteit, naar herkomst",Turkije en Maghreb,2015,57,77,0.7403
