Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Geslacht,Aantal werkzoekenden,Totale beroepsbevolking,Procent
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,West- en Noord-EU15,Mannen,22,579,0.0379965
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,West- en Noord-EU15,Vrouwen,29,472,0.0614407
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Andere landen                                     ,Mannen,12,143,0.0839161
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Andere landen                                     ,Vrouwen,11,155,0.0709677
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Mannen,236,7433,0.0317503
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Vrouwen,298,6458,0.0461443
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,EU,Mannen,23,692,0.033237
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,EU,Vrouwen,37,618,0.0598706
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Europa niet-EU                                    ,Mannen,10,100,0.1
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Niet-EU,Mannen,25,277,0.0902527
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,Niet-EU,Vrouwen,17,261,0.0651341
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,West- en Noord-EU15,Mannen,16,585,0.0273504
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,West- en Noord-EU15,Vrouwen,33,498,0.0662651
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Andere landen                                     ,Vrouwen,11,175,0.0628571
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Mannen,223,7283,0.0306193
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Vrouwen,278,6412,0.0433562
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,EU,Mannen,21,730,0.0287671
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,EU,Vrouwen,40,642,0.0623053
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Europa niet-EU                                    ,Mannen,12,104,0.115385
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Niet-EU,Mannen,20,295,0.0677966
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Niet-EU,Vrouwen,21,301,0.0697674
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,West- en Noord-EU15,Mannen,20,616,0.0324675
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,West- en Noord-EU15,Vrouwen,35,511,0.0684932
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Andere landen                                     ,Vrouwen,10,189,0.0529101
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Mannen,219,7188,0.0304674
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Vrouwen,288,6408,0.0449438
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,EU,Mannen,29,728,0.0398352
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,EU,Vrouwen,34,651,0.0522273
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Europa niet-EU                                    ,Mannen,18,110,0.163636
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Niet-EU,Mannen,28,303,0.0924092
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Niet-EU,Vrouwen,21,335,0.0626866
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,West- en Noord-EU15,Mannen,26,613,0.0424144
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,West- en Noord-EU15,Vrouwen,30,516,0.0581395
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Andere landen                                     ,Vrouwen,15,210,0.0714286
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Mannen,256,7132,0.0358946
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Vrouwen,300,6402,0.0468604
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,EU,Mannen,37,749,0.0493992
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,EU,Vrouwen,41,685,0.059854
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Europa niet-EU                                    ,Mannen,18,107,0.168224
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Europa niet-EU                                    ,Vrouwen,18,109,0.165138
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Niet-EU,Mannen,30,326,0.0920245
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Niet-EU,Vrouwen,42,368,0.11413
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,West- en Noord-EU15,Mannen,33,622,0.0530547
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,West- en Noord-EU15,Vrouwen,36,525,0.0685714
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Andere landen                                     ,Mannen,10,187,0.0534759
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Andere landen                                     ,Vrouwen,19,201,0.0945274
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Mannen,238,7029,0.0338597
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Vrouwen,299,6370,0.0469388
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,EU,Mannen,35,761,0.0459921
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,EU,Vrouwen,39,698,0.0558739
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Europa niet-EU                                    ,Mannen,19,105,0.180952
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Europa niet-EU                                    ,Vrouwen,22,128,0.171875
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Niet-EU,Mannen,32,341,0.0938416
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Niet-EU,Vrouwen,51,380,0.134211
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Turkije en Maghreb                                ,Vrouwen,10,51,0.196078
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,West- en Noord-EU15,Mannen,28,623,0.0449438
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,West- en Noord-EU15,Vrouwen,32,530,0.0603774
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Andere landen                                     ,Mannen,13,210,0.0619048
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Andere landen                                     ,Vrouwen,19,224,0.0848214
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Mannen,220,6949,0.0316592
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Vrouwen,276,6274,0.0439911
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,EU,Mannen,31,790,0.0392405
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,EU,Vrouwen,48,746,0.0643432
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Europa niet-EU                                    ,Mannen,17,99,0.171717
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Europa niet-EU                                    ,Vrouwen,17,134,0.126866
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Niet-EU,Mannen,36,372,0.0967742
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Niet-EU,Vrouwen,44,413,0.106538
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,West- en Noord-EU15,Mannen,24,635,0.0377953
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,West- en Noord-EU15,Vrouwen,38,558,0.0681004
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Andere landen                                     ,Mannen,15,219,0.0684932
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Andere landen                                     ,Vrouwen,24,251,0.0956175
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Mannen,244,6930,0.0352092
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Vrouwen,284,6338,0.0448091
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,EU,Mannen,34,800,0.0425
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,EU,Vrouwen,42,776,0.0541237
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Europa niet-EU                                    ,Mannen,16,110,0.145455
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Europa niet-EU                                    ,Vrouwen,20,128,0.15625
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Niet-EU,Mannen,35,391,0.0895141
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Niet-EU,Vrouwen,53,437,0.121281
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,West- en Noord-EU15,Mannen,23,633,0.0363349
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,West- en Noord-EU15,Vrouwen,31,576,0.0538194
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Andere landen                                     ,Mannen,15,229,0.0655022
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Andere landen                                     ,Vrouwen,27,258,0.104651
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Mannen,202,6913,0.0292203
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Vrouwen,263,6299,0.0417527
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,EU,Mannen,33,847,0.038961
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,EU,Vrouwen,43,788,0.0545685
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Europa niet-EU                                    ,Mannen,10,114,0.0877193
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Europa niet-EU                                    ,Vrouwen,19,147,0.129252
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Niet-EU,Mannen,32,413,0.0774818
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Niet-EU,Vrouwen,52,467,0.111349
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,West- en Noord-EU15,Mannen,21,656,0.0320122
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,West- en Noord-EU15,Vrouwen,32,586,0.0546075
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Andere landen                                     ,Mannen,10,251,0.0398406
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Andere landen                                     ,Vrouwen,26,302,0.0860927
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Mannen,200,6858,0.029163
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Vrouwen,227,6236,0.0364015
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,EU,Mannen,32,817,0.0391677
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,EU,Vrouwen,37,820,0.045122
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Europa niet-EU                                    ,Mannen,13,136,0.0955882
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Europa niet-EU                                    ,Vrouwen,15,147,0.102041
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Niet-EU,Mannen,28,464,0.0603448
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Niet-EU,Vrouwen,48,524,0.0916031
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,West- en Noord-EU15,Mannen,25,624,0.0400641
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,West- en Noord-EU15,Vrouwen,29,587,0.0494037
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Andere landen                                     ,Mannen,15,281,0.0533808
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Andere landen                                     ,Vrouwen,17,316,0.0537975
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Mannen,193,6784,0.0284493
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Vrouwen,191,6250,0.03056
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,EU,Mannen,30,878,0.0341686
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,EU,Vrouwen,35,862,0.0406032
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Europa niet-EU                                    ,Vrouwen,17,162,0.104938
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Niet-EU,Mannen,28,514,0.0544747
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Niet-EU,Vrouwen,40,565,0.0707965
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,West- en Noord-EU15,Mannen,20,673,0.0297177
Brasschaat,11008,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,West- en Noord-EU15,Vrouwen,26,626,0.0415335
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Mannen,157,6510,0.0241167
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Vrouwen,237,5280,0.0448864
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,EU,Mannen,21,517,0.040619
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,EU,Vrouwen,24,401,0.0598504
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,West- en Noord-EU15,Mannen,20,451,0.0443459
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,West- en Noord-EU15,Vrouwen,18,337,0.0534125
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Mannen,204,6523,0.031274
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,België,Vrouwen,277,5375,0.0515349
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,EU,Mannen,17,530,0.0320755
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,EU,Vrouwen,29,413,0.0702179
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,Niet-EU,Mannen,10,90,0.111111
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,West- en Noord-EU15,Mannen,16,452,0.0353982
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2010,West- en Noord-EU15,Vrouwen,23,346,0.066474
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Mannen,164,6502,0.025223
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,België,Vrouwen,257,5411,0.0474958
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,EU,Mannen,26,538,0.0483271
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,EU,Vrouwen,22,434,0.0506912
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,West- en Noord-EU15,Mannen,20,443,0.0451467
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2011,West- en Noord-EU15,Vrouwen,19,350,0.0542857
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Mannen,183,6431,0.0284559
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,België,Vrouwen,249,5415,0.0459834
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,EU,Mannen,28,571,0.0490368
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,EU,Vrouwen,27,455,0.0593407
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,Niet-EU,Mannen,12,111,0.108108
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,West- en Noord-EU15,Mannen,22,455,0.0483516
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2012,West- en Noord-EU15,Vrouwen,18,363,0.0495868
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Mannen,200,6393,0.0312842
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,België,Vrouwen,241,5454,0.0441878
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,EU,Mannen,24,575,0.0417391
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,EU,Vrouwen,26,473,0.0549683
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,Niet-EU,Vrouwen,13,155,0.083871
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,West- en Noord-EU15,Mannen,18,448,0.0401786
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2013,West- en Noord-EU15,Vrouwen,20,366,0.0546448
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Mannen,223,6366,0.0350298
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,België,Vrouwen,256,5533,0.0462678
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,EU,Mannen,36,598,0.0602007
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,EU,Vrouwen,28,481,0.0582121
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Niet-EU,Mannen,10,114,0.0877193
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,Niet-EU,Vrouwen,10,150,0.0666667
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,West- en Noord-EU15,Mannen,24,449,0.0534521
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2014,West- en Noord-EU15,Vrouwen,26,369,0.0704607
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Mannen,216,6388,0.0338134
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,België,Vrouwen,251,5526,0.0454216
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,EU,Mannen,34,608,0.0559211
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,EU,Vrouwen,35,496,0.0705645
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Niet-EU,Mannen,10,122,0.0819672
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,Niet-EU,Vrouwen,14,164,0.0853659
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,West- en Noord-EU15,Mannen,25,458,0.0545852
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2015,West- en Noord-EU15,Vrouwen,28,378,0.0740741
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Andere landen                                     ,Vrouwen,14,110,0.127273
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Mannen,197,6373,0.0309117
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,België,Vrouwen,239,5555,0.0430243
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,EU,Mannen,38,636,0.0597484
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,EU,Vrouwen,32,547,0.0585009
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Niet-EU,Mannen,13,132,0.0984848
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,Niet-EU,Vrouwen,17,186,0.0913978
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,West- en Noord-EU15,Mannen,27,465,0.0580645
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2016,West- en Noord-EU15,Vrouwen,26,402,0.0646766
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Andere landen                                     ,Vrouwen,11,106,0.103774
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Mannen,195,6457,0.0301998
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,België,Vrouwen,202,5582,0.0361877
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,EU,Mannen,42,665,0.0631579
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,EU,Vrouwen,38,610,0.0622951
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Niet-EU,Mannen,17,152,0.111842
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,Niet-EU,Vrouwen,18,188,0.0957447
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,West- en Noord-EU15,Mannen,30,477,0.0628931
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2017,West- en Noord-EU15,Vrouwen,26,451,0.0576497
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Andere landen                                     ,Vrouwen,10,117,0.0854701
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Mannen,195,6404,0.0304497
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,België,Vrouwen,194,5621,0.0345134
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,EU,Mannen,38,698,0.0544413
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,EU,Vrouwen,30,628,0.0477707
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Niet-EU,Mannen,13,162,0.0802469
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,Niet-EU,Vrouwen,19,205,0.0926829
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,West- en Noord-EU15,Mannen,27,502,0.0537849
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2018,West- en Noord-EU15,Vrouwen,18,455,0.0395604
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Mannen,155,6374,0.0243175
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,België,Vrouwen,197,5624,0.0350284
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,EU,Mannen,24,734,0.0326975
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,EU,Vrouwen,30,653,0.0459418
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Niet-EU,Mannen,10,190,0.0526316
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,Niet-EU,Vrouwen,14,218,0.0642202
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,West- en Noord-EU15,Mannen,17,500,0.034
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2019,West- en Noord-EU15,Vrouwen,21,458,0.0458515
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Mannen,147,6405,0.0229508
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,België,Vrouwen,179,5680,0.0315141
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,EU,Mannen,26,733,0.0354707
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,EU,Vrouwen,25,665,0.037594
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,Niet-EU,Mannen,15,205,0.0731707
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,West- en Noord-EU15,Mannen,18,487,0.036961
Brecht,11009,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2020,West- en Noord-EU15,Vrouwen,18,461,0.0390456
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Mannen,110,4234,0.0259802
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,België,Vrouwen,172,3853,0.0446405
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,EU,Vrouwen,19,278,0.0683453
Edegem,11013,Nee,"Werkloosheidsgraad, naar herkomst, naar geslacht",2009,Niet-EU,Mannen,13,274,0.0474453
