Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal personen met een (equivalent) leefloon naar herkomst,"Aantal inwoners naar herkomst 
(KSZ-cijfers)",Procent
Grimbergen,23025,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,EU13,9,1424,0.0063
Grimbergen,23025,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Europa niet-EU,19,926,0.0205
Grimbergen,23025,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,126,7347,0.0171
Grimbergen,23025,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Turkije en Maghreb,31,3920,0.0079
Grimbergen,23025,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,West- en Noord-EU15,7,1776,0.0039
Grimbergen,23025,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Zuid-EU15,13,1901,0.0068
Grimbergen,23025,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen,82,2598,0.0316
Grimbergen,23025,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,38,24193,0.0016
Grimbergen,23025,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,EU,21,5328,0.0039
Grimbergen,23025,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,EU13,6,1607,0.0037
Grimbergen,23025,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Europa niet-EU,17,968,0.0176
Grimbergen,23025,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,143,7824,0.0183
Grimbergen,23025,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Turkije en Maghreb,44,4258,0.0103
Grimbergen,23025,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,West- en Noord-EU15,6,1767,0.0034
Grimbergen,23025,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Zuid-EU15,9,1954,0.0046
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Andere landen,42,1669,0.0252
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,63,30136,0.0021
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,EU,15,2506,0.006
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Niet-EU,60,3051,0.0197
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Turkije en Maghreb,16,1200,0.0133
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,West- en Noord-EU15,4,1053,0.0038
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Zuid-EU15,11,1218,0.009
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Andere landen,60,1818,0.033
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,73,30033,0.0024
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,EU,17,2624,0.0065
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Europa niet-EU,6,202,0.0297
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,83,3347,0.0248
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Turkije en Maghreb,17,1327,0.0128
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,West- en Noord-EU15,8,1070,0.0075
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Zuid-EU15,8,1288,0.0062
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Andere landen,59,2053,0.0287
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,58,29801,0.0019
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,EU,12,2752,0.0044
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Europa niet-EU,15,276,0.0543
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,93,3766,0.0247
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Turkije en Maghreb,19,1437,0.0132
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,West- en Noord-EU15,7,1079,0.0065
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Andere landen,72,2205,0.0327
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,43,29827,0.0014
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,EU,13,2922,0.0044
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Europa niet-EU,21,312,0.0673
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,109,4128,0.0264
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Turkije en Maghreb,16,1611,0.0099
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,West- en Noord-EU15,11,1109,0.0099
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Andere landen,66,2336,0.0283
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,47,29732,0.0016
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,EU,17,3088,0.0055
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Europa niet-EU,17,312,0.0545
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,102,4304,0.0237
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Turkije en Maghreb,19,1656,0.0115
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,West- en Noord-EU15,10,1149,0.0087
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Zuid-EU15,4,1446,0.0028
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Andere landen,66,2429,0.0272
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,47,29721,0.0016
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,EU,13,3221,0.004
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Europa niet-EU,11,329,0.0334
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,93,4493,0.0207
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Turkije en Maghreb,16,1735,0.0092
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,West- en Noord-EU15,7,1196,0.0059
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Andere landen,58,2606,0.0223
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,55,29793,0.0018
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,EU,13,3430,0.0038
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Europa niet-EU,5,321,0.0156
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,81,4787,0.0169
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Turkije en Maghreb,18,1860,0.0097
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,West- en Noord-EU15,5,1244,0.004
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Zuid-EU15,5,1582,0.0032
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen,77,2756,0.0279
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,57,29666,0.0019
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,EU,12,3611,0.0033
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Europa niet-EU,7,339,0.0206
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,105,5036,0.0208
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Turkije en Maghreb,21,1941,0.0108
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,West- en Noord-EU15,8,1268,0.0063
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen,67,2919,0.023
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,54,29561,0.0018
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,EU,12,3731,0.0032
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Europa niet-EU,5,348,0.0144
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,87,5384,0.0162
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Turkije en Maghreb,15,2117,0.0071
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,West- en Noord-EU15,8,1272,0.0063
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen,75,3116,0.0241
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,58,29511,0.002
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,EU,20,3867,0.0052
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,EU13,5,818,0.0061
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Europa niet-EU,9,354,0.0254
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,100,5696,0.0176
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Turkije en Maghreb,16,2226,0.0072
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,West- en Noord-EU15,11,1282,0.0086
Halle,23027,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Zuid-EU15,4,1767,0.0023
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Andere landen,5,92,0.0543
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,11,6151,0.0018
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Niet-EU,6,163,0.0368
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Andere landen,4,103,0.0388
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,8,6101,0.0013
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,5,176,0.0284
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Andere landen,7,111,0.0631
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,15,6119,0.0025
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,10,208,0.0481
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Andere landen,6,108,0.0556
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,15,6079,0.0025
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,8,196,0.0408
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Andere landen,7,110,0.0636
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,10,6056,0.0017
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,8,205,0.039
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Andere landen,6,126,0.0476
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,8,6019,0.0013
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,7,231,0.0303
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Andere landen,9,152,0.0592
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,10,6023,0.0017
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,EU,4,322,0.0124
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,10,269,0.0372
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen,14,177,0.0791
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,13,5990,0.0022
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,16,298,0.0537
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen,10,165,0.0606
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,11,5951,0.0018
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,EU,4,344,0.0116
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,11,300,0.0367
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen,6,164,0.0366
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,9,5982,0.0015
Herne,23032,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,7,308,0.0227
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Andere landen,7,472,0.0148
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,12,7569,0.0016
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Niet-EU,8,801,0.01
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Andere landen,4,507,0.0079
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,10,7497,0.0013
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,6,837,0.0072
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Andere landen,9,567,0.0159
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,10,7471,0.0013
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,13,942,0.0138
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Andere landen,9,642,0.014
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,9,7452,0.0012
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,12,1021,0.0118
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Andere landen,10,676,0.0148
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,4,7380,0.0005
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,12,1065,0.0113
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Andere landen,13,687,0.0189
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,5,7374,0.0007
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,16,1087,0.0147
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Andere landen,16,740,0.0216
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,14,7399,0.0019
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,EU,4,2234,0.0018
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,18,1160,0.0155
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen,12,781,0.0154
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,9,7383,0.0012
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,EU,4,2280,0.0018
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,16,1239,0.0129
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Turkije en Maghreb,4,319,0.0125
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,West- en Noord-EU15,4,1383,0.0029
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen,15,816,0.0184
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,8,7433,0.0011
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,20,1299,0.0154
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Turkije en Maghreb,4,331,0.0121
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen,21,822,0.0255
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,9,7424,0.0012
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,EU,5,2419,0.0021
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,28,1329,0.0211
Hoeilaart,23033,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Turkije en Maghreb,6,349,0.0172
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,7,10172,0.0007
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Niet-EU,7,374,0.0187
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Andere landen,4,220,0.0182
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,12,10192,0.0012
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,6,415,0.0145
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,13,10181,0.0013
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,11,10219,0.0011
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Andere landen,5,281,0.0178
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,6,10286,0.0006
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Europa niet-EU,4,124,0.0323
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,9,557,0.0162
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Andere landen,6,325,0.0185
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,11,10232,0.0011
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,8,615,0.013
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Andere landen,7,339,0.0206
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,9,10218,0.0009
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,9,672,0.0134
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen,9,363,0.0248
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,10,10231,0.001
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,EU,4,754,0.0053
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,10,713,0.014
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen,9,373,0.0241
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,9,10216,0.0009
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,10,750,0.0133
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen,14,416,0.0337
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,13,10223,0.0013
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,EU,4,851,0.0047
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,20,831,0.0241
Kampenhout,23038,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Turkije en Maghreb,4,272,0.0147
Kapelle-Op-Den-Bos,23039,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,5,8386,0.0006
Kapelle-Op-Den-Bos,23039,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,7,8426,0.0008
Kapelle-Op-Den-Bos,23039,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,4,294,0.0136
Kapelle-Op-Den-Bos,23039,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,12,8436,0.0014
Kapelle-Op-Den-Bos,23039,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,4,318,0.0126
Kapelle-Op-Den-Bos,23039,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,12,8451,0.0014
Kapelle-Op-Den-Bos,23039,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,7,8486,0.0008
Kapelle-Op-Den-Bos,23039,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,5,394,0.0127
Kapelle-Op-Den-Bos,23039,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,11,8411,0.0013
Kapelle-Op-Den-Bos,23039,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,5,404,0.0124
Kapelle-Op-Den-Bos,23039,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,7,8466,0.0008
Kapelle-Op-Den-Bos,23039,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,13,8446,0.0015
Kapelle-Op-Den-Bos,23039,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen,10,300,0.0333
Kapelle-Op-Den-Bos,23039,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,13,8355,0.0016
Kapelle-Op-Den-Bos,23039,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,12,563,0.0213
Kapelle-Op-Den-Bos,23039,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen,12,349,0.0344
Kapelle-Op-Den-Bos,23039,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,13,8284,0.0016
Kapelle-Op-Den-Bos,23039,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,13,635,0.0205
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Andere landen,27,596,0.0453
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,24,10770,0.0022
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Niet-EU,30,972,0.0309
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Andere landen,28,720,0.0389
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,21,10775,0.0019
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,EU,4,474,0.0084
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,32,1105,0.029
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Andere landen,33,802,0.0411
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,14,10735,0.0013
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,40,1245,0.0321
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Turkije en Maghreb,5,357,0.014
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Andere landen,34,881,0.0386
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,14,10703,0.0013
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Europa niet-EU,5,97,0.0515
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,45,1356,0.0332
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Turkije en Maghreb,6,378,0.0159
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Andere landen,44,969,0.0454
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,20,10525,0.0019
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Europa niet-EU,5,110,0.0455
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,54,1495,0.0361
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Turkije en Maghreb,5,416,0.012
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Andere landen,27,1046,0.0258
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,22,10489,0.0021
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,36,1634,0.022
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Turkije en Maghreb,6,472,0.0127
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Andere landen,33,1136,0.029
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,18,10405,0.0017
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,42,1734,0.0242
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Turkije en Maghreb,6,480,0.0125
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen,40,1217,0.0329
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,21,10302,0.002
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,EU,8,776,0.0103
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,47,1844,0.0255
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Turkije en Maghreb,7,503,0.0139
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,West- en Noord-EU15,4,257,0.0156
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Zuid-EU15,4,314,0.0127
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen,37,1328,0.0279
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,13,10257,0.0013
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,EU,5,822,0.0061
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,42,2016,0.0208
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Turkije en Maghreb,4,547,0.0073
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen,45,1430,0.0315
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,9,10111,0.0009
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,EU,7,895,0.0078
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,53,2179,0.0243
Liedekerke,23044,nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Turkije en Maghreb,7,592,0.0118
Londerzeel,23045,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,17,16523,0.001
Londerzeel,23045,nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Niet-EU,6,513,0.0117
Londerzeel,23045,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Andere landen,5,256,0.0195
Londerzeel,23045,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,28,16455,0.0017
Londerzeel,23045,nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,12,581,0.0207
