Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal niet-werkende werkzoekenden in beroepsinschakelingstijd,Totaal aantal niet-werkende werkzoekenden in beroepsinschakelingstijd,Procent
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,Niet-EU,2,28,0.0714286
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,België,24,30,0.8
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,EU,2,30,0.0666667
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,Niet-EU,4,30,0.133333
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,België,23,28,0.821429
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,EU,1,28,0.0357143
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,Niet-EU,4,28,0.142857
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,België,17,19,0.894737
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,EU,1,19,0.0526316
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,Niet-EU,1,19,0.0526316
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,België,12,15,0.8
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,EU,1,15,0.0666667
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,Niet-EU,2,15,0.133333
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,België,15,19,0.789474
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,EU,1,19,0.0526316
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,Niet-EU,3,19,0.157895
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,België,16,20,0.8
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,EU,1,20,0.05
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,Niet-EU,3,20,0.15
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,België,15,19,0.789474
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,EU,1,19,0.0526316
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,Niet-EU,3,19,0.157895
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,België,9,12,0.75
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,EU,1,12,0.0833333
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,Niet-EU,2,12,0.166667
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,België,8,9,0.888889
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,EU,1,9,0.111111
Hoeilaart,23033,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,Niet-EU,0,9,0.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,België,30,31,0.967742
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,EU,0,31,0.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,Niet-EU,1,31,0.0322581
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,België,32,33,0.969697
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,EU,1,33,0.030303
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,Niet-EU,0,33,0.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,België,27,28,0.964286
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,EU,0,28,0.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,Niet-EU,1,28,0.0357143
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,België,21,21,1.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,EU,0,21,0.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,Niet-EU,0,21,0.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,België,24,24,1.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,EU,0,24,0.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,Niet-EU,0,24,0.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,België,22,22,1.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,EU,0,22,0.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,Niet-EU,0,22,0.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,België,28,29,0.965517
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,EU,0,29,0.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,Niet-EU,1,29,0.0344828
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,België,30,30,1.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,EU,0,30,0.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,Niet-EU,0,30,0.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,België,26,27,0.962963
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,EU,0,27,0.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,Niet-EU,1,27,0.037037
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,België,24,25,0.96
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,EU,0,25,0.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,Niet-EU,1,25,0.04
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,België,22,23,0.956522
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,EU,1,23,0.0434783
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,Niet-EU,0,23,0.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,België,15,16,0.9375
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,EU,1,16,0.0625
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,Niet-EU,0,16,0.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,België,13,13,1.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,EU,0,13,0.0
Kampenhout,23038,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,Niet-EU,0,13,0.0
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,België,22,22,1.0
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,EU,0,22,0.0
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,Niet-EU,0,22,0.0
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,België,19,19,1.0
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,EU,0,19,0.0
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,Niet-EU,0,19,0.0
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,België,21,23,0.913043
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,EU,1,23,0.0434783
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,Niet-EU,1,23,0.0434783
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,België,23,24,0.958333
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,EU,0,24,0.0
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,Niet-EU,1,24,0.0416667
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,België,27,29,0.931034
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,EU,1,29,0.0344828
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,Niet-EU,1,29,0.0344828
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,België,28,29,0.965517
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,EU,1,29,0.0344828
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,Niet-EU,0,29,0.0
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,België,22,23,0.956522
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,EU,1,23,0.0434783
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,Niet-EU,0,23,0.0
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,België,21,23,0.913043
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,EU,2,23,0.0869565
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,Niet-EU,0,23,0.0
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,België,20,23,0.869565
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,EU,2,23,0.0869565
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,Niet-EU,1,23,0.0434783
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,België,16,18,0.888889
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,EU,1,18,0.0555556
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,Niet-EU,1,18,0.0555556
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,België,12,13,0.923077
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,EU,0,13,0.0
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,Niet-EU,1,13,0.0769231
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,België,13,15,0.866667
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,EU,1,15,0.0666667
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,Niet-EU,1,15,0.0666667
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,België,10,11,0.909091
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,EU,1,11,0.0909091
Kapelle-op-den-Bos,23039,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,Niet-EU,0,11,0.0
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,België,27,31,0.870968
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,EU,1,31,0.0322581
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,Niet-EU,3,31,0.0967742
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,België,28,32,0.875
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,EU,1,32,0.03125
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,Niet-EU,3,32,0.09375
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,België,31,36,0.861111
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,EU,1,36,0.0277778
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,Niet-EU,4,36,0.111111
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,België,31,38,0.815789
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,EU,1,38,0.0263158
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,Niet-EU,6,38,0.157895
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,België,40,46,0.869565
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,EU,0,46,0.0
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,Niet-EU,6,46,0.130435
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,België,41,47,0.87234
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,EU,2,47,0.0425532
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,Niet-EU,4,47,0.0851064
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,België,32,37,0.864865
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,EU,3,37,0.0810811
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,Niet-EU,2,37,0.0540541
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,België,25,32,0.78125
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,EU,1,32,0.03125
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,Niet-EU,6,32,0.1875
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,België,32,43,0.744186
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,EU,1,43,0.0232558
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,Niet-EU,10,43,0.232558
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,België,24,31,0.774194
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,EU,0,31,0.0
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,Niet-EU,7,31,0.225806
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,België,21,26,0.807692
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,EU,1,26,0.0384615
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,Niet-EU,4,26,0.153846
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,België,23,28,0.821429
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,EU,2,28,0.0714286
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,Niet-EU,3,28,0.107143
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,België,19,23,0.826087
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,EU,1,23,0.0434783
Liedekerke,23044,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,Niet-EU,3,23,0.130435
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,België,36,42,0.857143
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,EU,2,42,0.047619
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,Niet-EU,4,42,0.0952381
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,België,40,43,0.930233
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,EU,1,43,0.0232558
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,Niet-EU,2,43,0.0465116
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,België,39,43,0.906977
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,EU,2,43,0.0465116
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,Niet-EU,2,43,0.0465116
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,België,36,42,0.857143
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,EU,3,42,0.0714286
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,Niet-EU,3,42,0.0714286
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,België,51,56,0.910714
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,EU,2,56,0.0357143
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,Niet-EU,3,56,0.0535714
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,België,46,50,0.92
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,EU,2,50,0.04
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,Niet-EU,2,50,0.04
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,België,44,50,0.88
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,EU,2,50,0.04
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,Niet-EU,4,50,0.08
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,België,34,38,0.894737
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,EU,2,38,0.0526316
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,Niet-EU,2,38,0.0526316
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,België,31,34,0.911765
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,EU,2,34,0.0588235
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2017,Niet-EU,1,34,0.0294118
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,België,31,34,0.911765
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,EU,2,34,0.0588235
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2018,Niet-EU,1,34,0.0294118
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,België,25,27,0.925926
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,EU,1,27,0.037037
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2019,Niet-EU,1,27,0.037037
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,België,22,26,0.846154
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,EU,1,26,0.0384615
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2020,Niet-EU,3,26,0.115385
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,België,17,18,0.944444
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,EU,0,18,0.0
Londerzeel,23045,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2021,Niet-EU,1,18,0.0555556
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,België,25,45,0.555556
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,EU,6,45,0.133333
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2009,Niet-EU,14,45,0.311111
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,België,24,42,0.571429
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,EU,2,42,0.047619
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2010,Niet-EU,16,42,0.380952
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,België,24,42,0.571429
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,EU,2,42,0.047619
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2011,Niet-EU,16,42,0.380952
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,België,30,46,0.652174
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,EU,1,46,0.0217391
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2012,Niet-EU,15,46,0.326087
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,België,30,52,0.576923
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,EU,5,52,0.0961538
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2013,Niet-EU,17,52,0.326923
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,België,33,54,0.611111
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,EU,4,54,0.0740741
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2014,Niet-EU,17,54,0.314815
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,België,28,41,0.682927
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,EU,2,41,0.0487805
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2015,Niet-EU,11,41,0.268293
Machelen,23047,Nee,"Niet-werkende werkzoekenden in beroepsinschakelingstijd, naar herkomst",2016,België,35,48,0.729167
