Gemeente,NIS-code,Centrumstad?,Indicator,Herkomst,Jaar,Procent
Machelen,23047,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,0.03704
Machelen,23047,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.22951
Machelen,23047,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,0.08197
Machelen,23047,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.63934
Machelen,23047,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,0.04918
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.33333
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.55556
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,0.11111
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.375
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2013,
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2013,0.625
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2013,
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2014,0.5
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2014,
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2014,0.5
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2014,
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2015,0.6
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2015,
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2015,0.4
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2015,
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2016,0.55556
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2016,
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2016,0.44444
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2016,
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2017,0.33333
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2017,0.06667
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2017,0.6
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2017,
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2018,0.21429
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2018,0.07143
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2018,0.64286
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2018,0.07143
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2019,0.33333
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,0.22222
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,0.44444
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,0.4
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,0.2
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,0.4
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.53846
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,0.07692
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.30769
Meise,23050,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,0.07692
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.54545
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,0.04545
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.36364
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,0.04545
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.4
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2013,0.06667
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2013,0.46667
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2013,0.06667
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2014,0.2
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2014,
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2014,0.68
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2014,0.12
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2015,0.13043
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2015,
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2015,0.69565
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2015,0.17391
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2016,0.21739
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2016,
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2016,0.65217
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2016,0.13043
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2017,0.375
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2017,0.04167
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2017,0.41667
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2017,0.16667
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2018,0.33333
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2018,
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2018,0.55556
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2018,0.11111
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2019,0.35714
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,0.46429
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,0.17857
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,0.36
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,0.04
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,0.52
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,0.08
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.34375
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,0.03125
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.5625
Merchtem,23052,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,0.0625
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.13636
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,0.04545
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.54545
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,0.27273
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.33333
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2013,
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2013,0.44444
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2013,0.22222
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2014,0.25
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2014,0.125
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2014,0.5
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2014,0.125
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2015,0.35294
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2015,0.11765
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2015,0.35294
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2015,0.17647
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2016,0.36842
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2016,0.05263
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2016,0.42105
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2016,0.15789
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2017,0.36
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2017,0.08
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2017,0.44
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2017,0.12
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2018,0.32
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2018,0.08
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2018,0.52
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2018,0.08
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2019,0.21212
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,0.12121
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,0.54545
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,0.12121
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,0.21429
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,0.14286
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,0.60714
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,0.03571
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.21053
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,0.21053
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.52632
Opwijk,23060,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,0.05263
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.33333
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,0.06667
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.53333
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,0.06667
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.5
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2013,
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2013,0.5
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2013,
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2014,0.33333
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2014,
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2014,0.66667
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2014,
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2015,0.33333
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2015,
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2015,0.5
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2015,0.16667
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2016,0.42857
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2016,0.14286
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2016,0.28571
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2016,0.14286
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2017,0.375
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2017,
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2017,0.625
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2017,
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2018,0.22222
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2018,0.05556
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2018,0.61111
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2018,0.11111
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2019,0.23077
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,0.03846
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,0.69231
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,0.03846
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,0.20833
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,0.125
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,0.66667
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.26316
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,0.15789
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.47368
Overijse,23062,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,0.10526
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.4
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.2
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,0.4
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.42857
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2013,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2013,0.28571
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2013,0.28571
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2014,0.33333
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2014,0.16667
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2014,0.5
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2014,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2015,0.57143
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2015,0.42857
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2015,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2015,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2016,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2016,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2016,1.0
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2016,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2017,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2017,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2017,1.0
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2017,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2018,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2018,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2018,0.66667
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2018,0.33333
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2019,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,1.0
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,0.25
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,0.75
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,1.0
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,
Pepingen,23064,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.20635
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,0.09524
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.5873
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,0.11111
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.2625
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2013,0.125
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2013,0.5625
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2013,0.05
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2014,0.25974
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2014,0.15584
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2014,0.51948
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2014,0.06494
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2015,0.37931
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2015,0.11494
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2015,0.47126
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2015,0.03448
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2016,0.34177
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2016,0.10127
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2016,0.53165
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2016,0.02532
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2017,0.33333
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2017,0.11111
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2017,0.5
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2017,0.05556
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2018,0.34483
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2018,0.15517
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2018,0.48276
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2018,0.01724
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2019,0.26154
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2019,0.18462
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2019,0.46154
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2019,0.09231
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2020,0.25758
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2020,0.18182
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2020,0.5
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2020,0.06061
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2021,0.22785
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2021,0.16456
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2021,0.53165
Sint-Pieters-Leeuw,23077,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2021,0.07595
Steenokkerzeel,23081,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2012,0.66667
Steenokkerzeel,23081,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",EU                                                          ,2012,0.08333
Steenokkerzeel,23081,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Niet-EU,2012,0.16667
Steenokkerzeel,23081,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",Onbekend,2012,0.08333
Steenokkerzeel,23081,Nee,"Kansarmoede-index Kind en Gezin, naar herkomst moeder",België,2013,0.64706
