Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Sector,Aantal loontrekkenden,Totaal aantal loontrekkenden,Procent
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Primair,14,4888,0.00286416
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Quartair,1777,4888,0.363543
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Secundair,1386,4888,0.283552
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Tertiair,1711,4888,0.350041
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Primair,18,4923,0.00365631
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Quartair,1770,4923,0.359537
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Secundair,1368,4923,0.277879
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Tertiair,1767,4923,0.358927
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Primair,19,4904,0.00387439
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Quartair,1772,4904,0.361338
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Secundair,1356,4904,0.276509
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Tertiair,1757,4904,0.358279
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,EU,Primair,12,286,0.041958
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,EU,Quartair,76,286,0.265734
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,EU,Secundair,77,286,0.269231
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,EU,Tertiair,121,286,0.423077
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Primair,18,4935,0.00364742
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Quartair,1792,4935,0.363121
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Secundair,1352,4935,0.273961
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Tertiair,1773,4935,0.359271
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,EU,Primair,15,303,0.049505
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,EU,Quartair,74,303,0.244224
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,EU,Secundair,74,303,0.244224
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,EU,Tertiair,140,303,0.462046
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Primair,21,4856,0.00432455
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Quartair,1785,4856,0.367586
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Secundair,1305,4856,0.26874
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Tertiair,1745,4856,0.359349
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,EU,Primair,18,337,0.0534125
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,EU,Quartair,86,337,0.255193
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,EU,Secundair,76,337,0.225519
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,EU,Tertiair,157,337,0.465875
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,EU13                                              ,Primair,13,73,0.178082
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,EU13                                              ,Quartair,17,73,0.232877
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,EU13                                              ,Secundair,15,73,0.205479
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,EU13                                              ,Tertiair,28,73,0.383562
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Primair,18,4841,0.00371824
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Quartair,1799,4841,0.371617
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Secundair,1265,4841,0.26131
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Tertiair,1759,4841,0.363355
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Primair,14,324,0.0432099
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Quartair,84,324,0.259259
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Secundair,68,324,0.209877
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Tertiair,158,324,0.487654
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Primair,18,4902,0.00367197
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Quartair,1825,4902,0.372297
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Secundair,1261,4902,0.257242
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Tertiair,1798,4902,0.366789
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Primair,17,363,0.046832
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Quartair,90,363,0.247934
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Secundair,81,363,0.22314
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU,Tertiair,175,363,0.482094
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU13                                              ,Primair,14,85,0.164706
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU13                                              ,Quartair,18,85,0.211765
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU13                                              ,Secundair,19,85,0.223529
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,EU13                                              ,Tertiair,34,85,0.4
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Primair,19,4872,0.00389984
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Quartair,1847,4872,0.379105
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Secundair,1255,4872,0.257594
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Tertiair,1751,4872,0.359401
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Primair,15,381,0.0393701
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Quartair,99,381,0.259843
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Secundair,90,381,0.23622
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU,Tertiair,177,381,0.464567
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Primair,10,90,0.111111
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Quartair,16,90,0.177778
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Secundair,22,90,0.244444
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,EU13                                              ,Tertiair,42,90,0.466667
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Primair,21,4926,0.00426309
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Quartair,1852,4926,0.375964
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Secundair,1272,4926,0.258222
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Tertiair,1781,4926,0.361551
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Primair,12,404,0.029703
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Quartair,106,404,0.262376
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Secundair,85,404,0.210396
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Tertiair,201,404,0.497525
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Primair,21,4974,0.00422195
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Quartair,1872,4974,0.376357
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Secundair,1258,4974,0.252915
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Tertiair,1823,4974,0.366506
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,EU,Primair,13,449,0.0289532
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,EU,Quartair,112,449,0.249443
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,EU,Secundair,96,449,0.213808
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,EU,Tertiair,228,449,0.507795
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Primair,20,4968,0.00402576
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Quartair,1894,4968,0.38124
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Secundair,1250,4968,0.25161
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Tertiair,1804,4968,0.363124
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU,Primair,15,447,0.033557
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU,Quartair,105,447,0.234899
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU,Secundair,96,447,0.214765
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU,Tertiair,231,447,0.516779
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU13                                              ,Primair,10,118,0.0847458
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU13                                              ,Quartair,16,118,0.135593
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU13                                              ,Secundair,26,118,0.220339
Malle,11057,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU13                                              ,Tertiair,66,118,0.559322
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Primair,21,3893,0.0053943
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Quartair,1312,3893,0.337015
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Secundair,1068,3893,0.274339
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Tertiair,1492,3893,0.383252
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Primair,14,3909,0.00358148
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Quartair,1408,3909,0.360194
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Secundair,1023,3909,0.261704
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Tertiair,1464,3909,0.37452
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Primair,17,3881,0.00438031
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Quartair,1362,3881,0.35094
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Secundair,1007,3881,0.259469
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Tertiair,1495,3881,0.38521
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Primair,15,3852,0.00389408
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Quartair,1354,3852,0.351506
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Secundair,987,3852,0.256231
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Tertiair,1496,3852,0.38837
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,EU,Primair,10,150,0.0666667
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,EU,Quartair,31,150,0.206667
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,EU,Secundair,26,150,0.173333
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,EU,Tertiair,83,150,0.553333
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Primair,15,3906,0.00384025
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Quartair,1370,3906,0.350742
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Secundair,1010,3906,0.258577
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Tertiair,1511,3906,0.386841
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Primair,13,3893,0.00333933
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Quartair,1385,3893,0.355767
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Secundair,988,3893,0.253789
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Tertiair,1507,3893,0.387105
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Primair,16,3903,0.00409941
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Quartair,1374,3903,0.352037
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Secundair,970,3903,0.248527
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Tertiair,1543,3903,0.395337
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Primair,10,194,0.0515464
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Quartair,33,194,0.170103
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Secundair,55,194,0.283505
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,EU,Tertiair,96,194,0.494845
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Primair,15,3938,0.00380904
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Quartair,1419,3938,0.360335
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Secundair,959,3938,0.243525
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Tertiair,1545,3938,0.392331
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Primair,12,3967,0.00302496
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Quartair,1447,3967,0.364759
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Secundair,937,3967,0.236199
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Tertiair,1571,3967,0.396017
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Primair,13,3985,0.00326223
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Quartair,1458,3985,0.365872
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Secundair,944,3985,0.236888
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Tertiair,1570,3985,0.393977
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Primair,11,227,0.0484581
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Quartair,40,227,0.176211
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Secundair,46,227,0.202643
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,EU,Tertiair,130,227,0.572687
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Primair,17,4010,0.0042394
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Quartair,1461,4010,0.364339
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Secundair,926,4010,0.230923
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Tertiair,1606,4010,0.400499
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,EU,Primair,19,274,0.0693431
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,EU,Quartair,45,274,0.164234
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,EU,Secundair,57,274,0.208029
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,EU,Tertiair,153,274,0.558394
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Primair,15,4021,0.00373042
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Quartair,1454,4021,0.361602
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Secundair,945,4021,0.235016
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Tertiair,1607,4021,0.399652
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU,Primair,18,281,0.0640569
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU,Quartair,50,281,0.177936
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU,Secundair,69,281,0.245552
Berlaar,12002,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,EU,Tertiair,144,281,0.512456
Bonheiden,12005,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Primair,13,4787,0.00271569
Bonheiden,12005,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Quartair,1857,4787,0.387926
Bonheiden,12005,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Secundair,822,4787,0.171715
Bonheiden,12005,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Tertiair,2095,4787,0.437644
Bonheiden,12005,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Primair,11,4714,0.00233347
Bonheiden,12005,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Quartair,1836,4714,0.389478
Bonheiden,12005,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Secundair,798,4714,0.169283
Bonheiden,12005,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Tertiair,2069,4714,0.438905
Bonheiden,12005,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Primair,10,4684,0.00213493
Bonheiden,12005,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Quartair,1852,4684,0.395389
Bonheiden,12005,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Secundair,762,4684,0.162681
Bonheiden,12005,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Tertiair,2060,4684,0.439795
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Primair,10,7319,0.00136631
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Quartair,2230,7319,0.304686
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Secundair,2069,7319,0.282689
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Tertiair,3010,7319,0.411258
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Primair,13,7283,0.00178498
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Quartair,2298,7283,0.315529
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Secundair,1942,7283,0.266648
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Tertiair,3030,7283,0.416037
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Primair,12,7272,0.00165017
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Quartair,2275,7272,0.312844
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Secundair,1959,7272,0.269389
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Tertiair,3026,7272,0.416117
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Primair,11,7208,0.00152608
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Quartair,2317,7208,0.321448
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Secundair,1915,7208,0.265677
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2013,België,Tertiair,2965,7208,0.411349
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Primair,13,7149,0.00181844
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Quartair,2285,7149,0.319625
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Secundair,1882,7149,0.263254
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2014,België,Tertiair,2969,7149,0.415303
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Primair,13,7110,0.00182841
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Quartair,2266,7110,0.318706
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Secundair,1858,7110,0.261322
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2015,België,Tertiair,2973,7110,0.418143
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Primair,16,7165,0.00223308
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Quartair,2296,7165,0.320447
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Secundair,1901,7165,0.265318
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2016,België,Tertiair,2952,7165,0.412003
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Primair,15,7251,0.00206868
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Quartair,2351,7251,0.324231
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Secundair,1927,7251,0.265756
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2017,België,Tertiair,2958,7251,0.407944
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Primair,16,7219,0.00221637
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Quartair,2356,7219,0.326361
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Secundair,1892,7219,0.262086
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2018,België,Tertiair,2955,7219,0.409336
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Primair,13,7237,0.00179632
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Quartair,2359,7237,0.325964
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Secundair,1920,7237,0.265303
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2019,België,Tertiair,2945,7237,0.406937
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Primair,14,7299,0.00191807
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Quartair,2388,7299,0.327168
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Secundair,1972,7299,0.270174
Bornem,12007,Nee,"Loontrekkenden, naar sector, naar herkomst",2020,België,Tertiair,2925,7299,0.40074
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Primair,27,5886,0.00458716
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Quartair,2250,5886,0.382263
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Secundair,1243,5886,0.211179
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,België,Tertiair,2366,5886,0.401971
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,EU,Primair,42,232,0.181034
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,EU,Quartair,67,232,0.288793
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,EU,Secundair,38,232,0.163793
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,EU,Tertiair,85,232,0.366379
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,Niet-EU,Primair,13,153,0.0849673
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,Niet-EU,Quartair,45,153,0.294118
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,Niet-EU,Secundair,31,153,0.202614
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2009,Niet-EU,Tertiair,64,153,0.418301
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Primair,27,5821,0.00463838
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Quartair,2288,5821,0.39306
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Secundair,1162,5821,0.199622
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,België,Tertiair,2344,5821,0.40268
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,EU,Primair,43,223,0.192825
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,EU,Quartair,69,223,0.309417
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,EU,Secundair,35,223,0.156951
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,EU,Tertiair,76,223,0.340807
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,Niet-EU,Primair,11,160,0.06875
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,Niet-EU,Quartair,52,160,0.325
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,Niet-EU,Secundair,31,160,0.19375
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2010,Niet-EU,Tertiair,66,160,0.4125
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Primair,27,5854,0.00461223
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Quartair,2256,5854,0.385378
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Secundair,1170,5854,0.199863
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,België,Tertiair,2401,5854,0.410147
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,EU,Primair,51,259,0.196911
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,EU,Quartair,69,259,0.266409
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,EU,Secundair,40,259,0.15444
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2011,EU,Tertiair,99,259,0.382239
Duffel,12009,Nee,"Loontrekkenden, naar sector, naar herkomst",2012,België,Primair,25,5875,0.00425532
