Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Leeftijd,Aantal werkzoekenden,Totale beroepsbevolking,Procent
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Niet-EU,50-64 jaar,1309,5485,0.238651
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Turkije en Maghreb                                ,15-24 jaar,819,3904,0.209785
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Turkije en Maghreb                                ,25-49 jaar,3721,19570,0.190138
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Turkije en Maghreb                                ,50-64 jaar,698,2142,0.325864
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,West- en Noord-EU15,15-24 jaar,121,1259,0.096108
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,West- en Noord-EU15,25-49 jaar,1011,9329,0.108372
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,West- en Noord-EU15,50-64 jaar,280,2429,0.115274
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Zuid-EU15,15-24 jaar,44,498,0.0883534
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Zuid-EU15,25-49 jaar,370,3226,0.114693
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2012,Zuid-EU15,50-64 jaar,198,944,0.209746
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Andere landen                                     ,15-24 jaar,234,1790,0.130726
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Andere landen                                     ,25-49 jaar,2194,14741,0.148837
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Andere landen                                     ,50-64 jaar,506,2583,0.195896
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,België,15-24 jaar,692,8742,0.0791581
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,België,25-49 jaar,4374,77831,0.0561987
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,België,50-64 jaar,3053,38443,0.0794163
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,EU,15-24 jaar,233,2584,0.0901703
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,EU,25-49 jaar,1754,19679,0.0891305
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,EU,50-64 jaar,587,5002,0.117353
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,EU13                                              ,15-24 jaar,35,755,0.0463576
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,EU13                                              ,25-49 jaar,328,6697,0.0489772
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,EU13                                              ,50-64 jaar,99,1451,0.0682288
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Europa niet-EU                                    ,15-24 jaar,161,835,0.192814
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Europa niet-EU                                    ,25-49 jaar,837,4801,0.174339
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Europa niet-EU                                    ,50-64 jaar,218,1157,0.188418
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Niet-EU,15-24 jaar,1235,6324,0.195288
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Niet-EU,25-49 jaar,6940,39876,0.17404
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Niet-EU,50-64 jaar,1456,6145,0.236941
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Turkije en Maghreb                                ,15-24 jaar,840,3699,0.227088
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Turkije en Maghreb                                ,25-49 jaar,3909,20334,0.19224
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Turkije en Maghreb                                ,50-64 jaar,732,2405,0.304366
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,West- en Noord-EU15,15-24 jaar,143,1322,0.108169
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,West- en Noord-EU15,25-49 jaar,1047,9562,0.109496
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,West- en Noord-EU15,50-64 jaar,277,2534,0.109313
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Zuid-EU15,15-24 jaar,55,507,0.108481
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Zuid-EU15,25-49 jaar,379,3420,0.110819
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2013,Zuid-EU15,50-64 jaar,211,1017,0.207473
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Andere landen                                     ,15-24 jaar,260,1829,0.142154
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Andere landen                                     ,25-49 jaar,2534,15585,0.162592
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Andere landen                                     ,50-64 jaar,628,2879,0.218131
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,België,15-24 jaar,746,8392,0.0888942
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,België,25-49 jaar,4504,76045,0.0592281
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,België,50-64 jaar,3345,38867,0.0860627
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,EU,15-24 jaar,237,2475,0.0957576
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,EU,25-49 jaar,1994,20867,0.0955576
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,EU,50-64 jaar,684,5328,0.128378
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,EU13                                              ,15-24 jaar,41,711,0.0576653
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,EU13                                              ,25-49 jaar,434,7168,0.0605469
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,EU13                                              ,50-64 jaar,121,1552,0.0779639
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Europa niet-EU                                    ,15-24 jaar,146,771,0.189364
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Europa niet-EU                                    ,25-49 jaar,863,4928,0.175122
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Europa niet-EU                                    ,50-64 jaar,281,1280,0.219531
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Niet-EU,15-24 jaar,1176,6066,0.193867
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Niet-EU,25-49 jaar,7532,41212,0.182762
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Niet-EU,50-64 jaar,1757,6860,0.256122
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Turkije en Maghreb                                ,15-24 jaar,770,3466,0.222158
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Turkije en Maghreb                                ,25-49 jaar,4135,20699,0.199768
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Turkije en Maghreb                                ,50-64 jaar,848,2701,0.313958
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,West- en Noord-EU15,15-24 jaar,144,1224,0.117647
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,West- en Noord-EU15,25-49 jaar,1134,10016,0.113219
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,West- en Noord-EU15,50-64 jaar,333,2680,0.124254
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Zuid-EU15,15-24 jaar,52,540,0.0962963
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Zuid-EU15,25-49 jaar,426,3683,0.115667
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2014,Zuid-EU15,50-64 jaar,230,1096,0.209854
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Andere landen                                     ,15-24 jaar,222,1919,0.115685
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Andere landen                                     ,25-49 jaar,2670,16168,0.165141
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Andere landen                                     ,50-64 jaar,694,3191,0.217487
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,België,15-24 jaar,656,7851,0.0835562
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,België,25-49 jaar,4135,74270,0.0556752
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,België,50-64 jaar,3425,39149,0.0874863
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,EU,15-24 jaar,212,2456,0.0863192
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,EU,25-49 jaar,2006,22015,0.0911197
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,EU,50-64 jaar,744,5701,0.130503
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,EU13                                              ,15-24 jaar,46,716,0.0642458
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,EU13                                              ,25-49 jaar,443,7786,0.056897
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,EU13                                              ,50-64 jaar,135,1680,0.0803571
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Europa niet-EU                                    ,15-24 jaar,137,756,0.181217
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Europa niet-EU                                    ,25-49 jaar,831,5050,0.164554
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Europa niet-EU                                    ,50-64 jaar,339,1421,0.238564
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Niet-EU,15-24 jaar,1012,6041,0.167522
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Niet-EU,25-49 jaar,7368,42254,0.174374
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Niet-EU,50-64 jaar,1932,7628,0.253277
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Turkije en Maghreb                                ,15-24 jaar,653,3366,0.193999
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Turkije en Maghreb                                ,25-49 jaar,3867,21036,0.183828
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Turkije en Maghreb                                ,50-64 jaar,899,3016,0.298077
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,West- en Noord-EU15,15-24 jaar,119,1216,0.0978618
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,West- en Noord-EU15,25-49 jaar,1128,10332,0.109175
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,West- en Noord-EU15,50-64 jaar,355,2823,0.125753
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Zuid-EU15,15-24 jaar,47,524,0.0896947
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Zuid-EU15,25-49 jaar,435,3897,0.111624
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2015,Zuid-EU15,50-64 jaar,254,1198,0.21202
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Andere landen                                     ,15-24 jaar,271,2050,0.132195
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Andere landen                                     ,25-49 jaar,2626,16790,0.156403
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Andere landen                                     ,50-64 jaar,752,3505,0.214551
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,15-24 jaar,497,7291,0.0681662
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,25-49 jaar,3714,72942,0.0509172
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,België,50-64 jaar,3254,39017,0.0833995
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,EU,15-24 jaar,210,2562,0.0819672
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,EU,25-49 jaar,1919,23087,0.0831204
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,EU,50-64 jaar,743,6102,0.121763
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,EU13                                              ,15-24 jaar,56,781,0.0717029
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,EU13                                              ,25-49 jaar,464,8362,0.0554891
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,EU13                                              ,50-64 jaar,135,1834,0.0736096
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Europa niet-EU                                    ,15-24 jaar,123,773,0.15912
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Europa niet-EU                                    ,25-49 jaar,859,5145,0.166958
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Europa niet-EU                                    ,50-64 jaar,361,1515,0.238284
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Niet-EU,15-24 jaar,942,6098,0.154477
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Niet-EU,25-49 jaar,7016,43258,0.16219
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Niet-EU,50-64 jaar,2060,8324,0.247477
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Turkije en Maghreb                                ,15-24 jaar,548,3275,0.167328
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Turkije en Maghreb                                ,25-49 jaar,3531,21323,0.165596
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Turkije en Maghreb                                ,50-64 jaar,947,3304,0.286622
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,West- en Noord-EU15,15-24 jaar,103,1199,0.0859049
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,West- en Noord-EU15,25-49 jaar,1047,10611,0.0986712
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,West- en Noord-EU15,50-64 jaar,367,2982,0.123072
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Zuid-EU15,15-24 jaar,51,582,0.0876289
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Zuid-EU15,25-49 jaar,408,4114,0.0991736
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2016,Zuid-EU15,50-64 jaar,241,1286,0.187403
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Andere landen                                     ,15-24 jaar,258,2326,0.11092
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Andere landen                                     ,25-49 jaar,2572,17812,0.144397
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Andere landen                                     ,50-64 jaar,818,3874,0.211151
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,België,15-24 jaar,405,6866,0.0589863
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,België,25-49 jaar,3428,72354,0.0473782
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,België,50-64 jaar,3242,39033,0.0830579
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,EU,15-24 jaar,203,2622,0.0774218
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,EU,25-49 jaar,2009,24204,0.0830028
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,EU,50-64 jaar,789,6511,0.12118
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,EU13                                              ,15-24 jaar,56,805,0.0695652
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,EU13                                              ,25-49 jaar,498,8811,0.0565203
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,EU13                                              ,50-64 jaar,161,2036,0.0790766
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Europa niet-EU                                    ,15-24 jaar,122,752,0.162234
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Europa niet-EU                                    ,25-49 jaar,799,5274,0.151498
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Europa niet-EU                                    ,50-64 jaar,364,1634,0.222766
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Niet-EU,15-24 jaar,876,6392,0.137046
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Niet-EU,25-49 jaar,6823,45211,0.150915
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Niet-EU,50-64 jaar,2181,9204,0.236962
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Turkije en Maghreb                                ,15-24 jaar,496,3314,0.149668
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Turkije en Maghreb                                ,25-49 jaar,3452,22125,0.156023
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Turkije en Maghreb                                ,50-64 jaar,999,3696,0.270292
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,West- en Noord-EU15,15-24 jaar,91,1209,0.0752688
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,West- en Noord-EU15,25-49 jaar,1104,11068,0.099747
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,West- en Noord-EU15,50-64 jaar,372,3071,0.121133
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Zuid-EU15,15-24 jaar,56,608,0.0921053
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Zuid-EU15,25-49 jaar,407,4325,0.094104
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2017,Zuid-EU15,50-64 jaar,256,1404,0.182336
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Andere landen                                     ,15-24 jaar,237,2429,0.097571
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Andere landen                                     ,25-49 jaar,2436,19023,0.128056
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Andere landen                                     ,50-64 jaar,848,4232,0.200378
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,België,15-24 jaar,332,6401,0.0518669
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,België,25-49 jaar,3004,71624,0.0419412
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,België,50-64 jaar,3092,39018,0.0792455
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,EU,15-24 jaar,161,2537,0.0634608
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,EU,25-49 jaar,1872,25124,0.0745104
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,EU,50-64 jaar,796,6981,0.114024
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,EU13                                              ,15-24 jaar,49,797,0.0614806
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,EU13                                              ,25-49 jaar,510,9252,0.0551232
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,EU13                                              ,50-64 jaar,158,2170,0.0728111
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Europa niet-EU                                    ,15-24 jaar,116,738,0.157182
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Europa niet-EU                                    ,25-49 jaar,776,5471,0.141839
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Europa niet-EU                                    ,50-64 jaar,378,1792,0.210938
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Niet-EU,15-24 jaar,849,6459,0.131444
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Niet-EU,25-49 jaar,6472,47247,0.136982
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Niet-EU,50-64 jaar,2269,10090,0.224876
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Turkije en Maghreb                                ,15-24 jaar,496,3292,0.150668
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Turkije en Maghreb                                ,25-49 jaar,3260,22753,0.143278
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Turkije en Maghreb                                ,50-64 jaar,1043,4066,0.256517
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,West- en Noord-EU15,15-24 jaar,67,1148,0.0583624
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,West- en Noord-EU15,25-49 jaar,968,11306,0.0856183
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,West- en Noord-EU15,50-64 jaar,379,3292,0.115128
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Zuid-EU15,15-24 jaar,45,592,0.0760135
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Zuid-EU15,25-49 jaar,394,4566,0.08629
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2018,Zuid-EU15,50-64 jaar,259,1519,0.170507
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Andere landen                                     ,15-24 jaar,164,2659,0.0616773
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Andere landen                                     ,25-49 jaar,2064,20146,0.102452
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Andere landen                                     ,50-64 jaar,879,4688,0.1875
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,15-24 jaar,256,6183,0.0414038
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,25-49 jaar,2589,71055,0.0364366
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,België,50-64 jaar,2835,38614,0.073419
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU,15-24 jaar,154,2687,0.057313
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU,25-49 jaar,1663,25536,0.0651237
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU,50-64 jaar,810,7521,0.107698
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU13                                              ,15-24 jaar,38,807,0.047088
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU13                                              ,25-49 jaar,457,9407,0.0485808
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,EU13                                              ,50-64 jaar,183,2352,0.0778061
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Europa niet-EU                                    ,15-24 jaar,111,763,0.145478
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Europa niet-EU                                    ,25-49 jaar,678,5601,0.12105
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Europa niet-EU                                    ,50-64 jaar,382,1876,0.203625
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Niet-EU,15-24 jaar,700,6820,0.102639
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Niet-EU,25-49 jaar,5639,48918,0.115275
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Niet-EU,50-64 jaar,2289,11064,0.206887
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Turkije en Maghreb                                ,15-24 jaar,425,3398,0.125074
Antwerpen,11002,Ja,"Werkloosheidsgraad, naar herkomst, naar leeftijd",2019,Turkije en Maghreb                                ,25-49 jaar,2897,23171,0.125027
