Gemeente,Nis-code,Centrumstad?,Indicator,Geslacht,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar geslacht,Aantal inwoners naar geslacht,Procent
Ternat,23086,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,330,7505,0.0439707
Ternat,23086,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,318,7781,0.0408688
Ternat,23086,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,344,7572,0.0454305
Ternat,23086,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,363,7856,0.0462067
Ternat,23086,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,388,7591,0.0511132
Ternat,23086,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,394,7890,0.0499366
Ternat,23086,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,453,7732,0.0585877
Ternat,23086,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,451,8014,0.0562765
Ternat,23086,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,507,7888,0.0642748
Ternat,23086,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,517,8124,0.0636386
Ternat,23086,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,564,7944,0.070997
Ternat,23086,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,555,8200,0.0676829
Ternat,23086,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,592,8025,0.0737695
Ternat,23086,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,554,8258,0.0670865
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,2070,16875,0.122667
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,1913,18107,0.10565
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,1995,16961,0.117623
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,1829,18180,0.100605
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,1958,17217,0.113725
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,1837,18350,0.100109
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,1933,17423,0.110945
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,1814,18610,0.0974745
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,1960,17621,0.111231
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,1830,18845,0.097108
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,1969,17865,0.110216
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,1882,19091,0.0985805
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,2009,18081,0.111111
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,1944,19243,0.101024
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,2083,18325,0.11367
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,2055,19639,0.104639
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,2154,18623,0.115663
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,2120,19934,0.106351
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,2193,18917,0.115927
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,2234,20180,0.110704
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,2341,19168,0.122131
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,2390,20460,0.116813
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,2515,19538,0.128724
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,2594,20955,0.123789
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,2702,19778,0.136616
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,2775,21227,0.13073
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,2793,20025,0.139476
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,2816,21407,0.131546
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,2823,20202,0.139739
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,2913,21641,0.134606
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,2965,20506,0.144592
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,3007,21912,0.137231
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,3145,20871,0.150688
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,3069,22146,0.13858
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,3249,21239,0.152973
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,3142,22414,0.14018
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,3270,21390,0.152875
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,3228,22625,0.142674
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,3414,21758,0.156908
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,3351,22969,0.145892
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,3423,22086,0.154985
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,3420,23409,0.146098
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,3449,22193,0.155409
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,3466,23522,0.147351
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,3547,22517,0.157525
Vilvoorde,23088,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,3559,23837,0.149306
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,1913,13042,0.14668
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,1964,13859,0.141713
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,1995,13157,0.15163
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,2034,14002,0.145265
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,2046,13349,0.15327
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,2082,14188,0.146744
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,2051,13470,0.152264
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,2073,14288,0.145087
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,2096,13631,0.153767
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,2181,14439,0.151049
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,2204,13842,0.159226
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,2318,14684,0.157859
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,2216,13879,0.159666
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,2288,14772,0.154888
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,2367,14106,0.167801
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,2421,14928,0.162178
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,2501,14344,0.174359
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,2536,15186,0.166996
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,2648,14543,0.182081
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,2678,15364,0.174304
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,2799,14810,0.188994
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,2818,15636,0.180225
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,3043,15198,0.200224
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,3059,16045,0.190651
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,3193,15420,0.207069
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,3280,16295,0.201289
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,3204,15507,0.206616
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,3331,16453,0.202455
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,3323,15706,0.211575
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,3472,16682,0.208129
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,3406,15847,0.21493
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,3592,16831,0.213416
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,3504,16069,0.21806
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,3656,16965,0.215503
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,3650,16276,0.224257
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,3733,17109,0.218189
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,3771,16511,0.228393
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,3809,17295,0.220237
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,3869,16773,0.230668
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,3897,17595,0.221483
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,3904,17002,0.22962
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,3981,17780,0.223903
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,3974,17202,0.23102
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,4086,17982,0.227227
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,4183,17620,0.237401
Zaventem,23094,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,4258,18296,0.232728
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,212,10069,0.0210547
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,181,10484,0.0172644
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,221,10165,0.0217413
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,186,10565,0.0176053
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,226,10252,0.0220445
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,200,10658,0.0187652
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,212,10291,0.0206005
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,183,10684,0.0171284
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,217,10328,0.0210108
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,195,10701,0.0182226
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,226,10403,0.0217245
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,212,10768,0.019688
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,228,10460,0.0217973
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,214,10867,0.0196926
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,248,10552,0.0235027
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,224,11001,0.0203618
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,245,10624,0.023061
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,234,11083,0.0211134
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,257,10690,0.0240412
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,241,11147,0.0216202
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,253,10734,0.02357
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,243,11194,0.0217081
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,267,10785,0.0247566
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,253,11175,0.0226398
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,298,10908,0.0273194
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,268,11341,0.0236311
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,315,11003,0.0286286
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,284,11434,0.0248382
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,331,11074,0.0298898
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,296,11513,0.0257101
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,334,11147,0.0299632
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,323,11631,0.0277706
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,339,11286,0.0300372
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,346,11782,0.0293668
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,364,11364,0.032031
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,381,11876,0.0320815
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,369,11424,0.0323004
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,386,11901,0.0324342
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,375,11449,0.032754
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,396,11909,0.0332522
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,383,11404,0.0335847
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,385,11856,0.032473
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,400,11450,0.0349345
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,410,11864,0.0345583
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,413,11436,0.036114
Zemst,23096,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,425,11870,0.0358045
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,53,5191,0.01021
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,44,5382,0.0081754
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,58,5214,0.0111239
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,40,5403,0.00740329
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,60,5211,0.0115141
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,41,5412,0.00757576
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,72,5207,0.0138275
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,50,5432,0.00920471
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,76,5215,0.0145733
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,57,5426,0.010505
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,87,5260,0.0165399
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,69,5429,0.0127095
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,90,5284,0.0170326
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,84,5461,0.0153818
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,97,5312,0.0182605
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,92,5476,0.0168006
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,106,5374,0.0197246
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,108,5562,0.0194175
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,131,5464,0.0239751
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,121,5672,0.0213329
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,137,5501,0.0249046
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,126,5662,0.0222536
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,154,5560,0.0276978
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,162,5737,0.0282378
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,159,5534,0.0287315
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,169,5726,0.0295145
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,154,5567,0.027663
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,160,5698,0.02808
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,158,5554,0.028448
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,167,5723,0.0291805
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,170,5598,0.030368
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,177,5769,0.0306812
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,191,5656,0.0337694
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,205,5838,0.0351148
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,212,5729,0.0370047
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,229,5892,0.0388663
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,238,5758,0.0413338
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,252,5871,0.0429228
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,251,5740,0.0437282
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,259,5891,0.0439654
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,247,5756,0.0429117
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,263,5909,0.0445084
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,238,5757,0.041341
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,256,5931,0.043163
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,241,5780,0.0416955
Roosdaal,23097,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,265,5955,0.0445004
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,250,2187,0.114312
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,230,2506,0.0917797
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,248,2182,0.113657
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,220,2492,0.0882825
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,262,2209,0.118606
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,235,2522,0.09318
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,246,2213,0.111161
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,241,2556,0.0942879
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,246,2203,0.111666
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,249,2597,0.0958799
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,255,2205,0.115646
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,254,2642,0.0961393
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,268,2225,0.120449
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,253,2651,0.0954357
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,272,2208,0.123188
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,260,2614,0.0994644
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,297,2261,0.131358
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,268,2630,0.101901
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,328,2279,0.143923
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,301,2605,0.115547
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,346,2303,0.150239
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,345,2650,0.130189
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,364,2282,0.159509
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,366,2653,0.137957
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,410,2330,0.175966
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,398,2683,0.148341
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,442,2363,0.18705
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,447,2699,0.165617
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,476,2386,0.199497
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,477,2707,0.17621
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,513,2452,0.209217
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,531,2770,0.191697
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2016,549,2535,0.216568
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2016,565,2837,0.199154
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2017,574,2550,0.225098
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2017,605,2907,0.208118
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2018,615,2629,0.233929
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2018,647,2970,0.217845
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2019,636,2680,0.237313
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2019,668,3009,0.222001
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2020,642,2646,0.24263
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2020,678,3007,0.225474
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2021,682,2669,0.255526
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2021,676,3030,0.223102
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Mannen,2022,696,2710,0.256827
Drogenbos,23098,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2022,695,3060,0.227124
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2000,1432,6147,0.232959
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2000,1500,6545,0.229183
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2001,1519,6169,0.246231
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2001,1614,6655,0.242524
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2002,1558,6262,0.248802
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2002,1661,6714,0.247394
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2003,1547,6250,0.24752
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2003,1660,6673,0.248764
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2004,1557,6296,0.2473
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2004,1697,6682,0.253966
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2005,1590,6293,0.252662
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2005,1719,6701,0.256529
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2006,1652,6319,0.261434
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2006,1824,6831,0.267018
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2007,1653,6294,0.262631
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2007,1852,6811,0.271913
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2008,1671,6278,0.266168
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2008,1895,6810,0.278267
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2009,1711,6271,0.272843
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2009,1947,6840,0.284649
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2010,1804,6420,0.280997
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2010,2026,6948,0.291595
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2011,1840,6479,0.283994
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2011,2044,6923,0.295248
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2012,1923,6548,0.293677
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2012,2108,7037,0.299559
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2013,1927,6515,0.295779
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2013,2143,7041,0.30436
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2014,1970,6508,0.302704
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2014,2163,7062,0.306287
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Mannen,2015,2035,6596,0.30852
Kraainem,23099,Nee,"Vreemdelingen, naar geslacht",Vrouwen,2015,2203,7101,0.310238
