Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal meerderjarige nieuwkomers naar nationaliteitsgroep,Aantal meerderjarige nieuwkomers,Procent
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,EU+ (excl. Nederland),72,118,0.61017
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Nederland,8,118,0.0678
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Onbepaalde nationaliteit,1,118,0.00847
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,44,109,0.40367
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),52,109,0.47706
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,12,109,0.11009
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,1,109,0.00917
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,42,113,0.37168
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),57,113,0.50442
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,12,113,0.10619
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,2,113,0.0177
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,65,133,0.48872
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),59,133,0.44361
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,9,133,0.06767
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,0,133,0.0
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,93,178,0.52247
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),74,178,0.41573
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,7,178,0.03933
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,4,178,0.02247
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,69,157,0.43949
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),68,157,0.43312
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,17,157,0.10828
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Onbepaalde nationaliteit,3,157,0.01911
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Derdelander,64,142,0.4507
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,EU+ (excl. Nederland),72,142,0.50704
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Nederland,6,142,0.04225
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Onbepaalde nationaliteit,0,142,0.0
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,66,189,0.34921
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),115,189,0.60847
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,6,189,0.03175
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,2,189,0.01058
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Derdelander,80,182,0.43956
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,EU+ (excl. Nederland),92,182,0.50549
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Nederland,10,182,0.05495
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Onbepaalde nationaliteit,0,182,0.0
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Derdelander,83,137,0.60584
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,EU+ (excl. Nederland),49,137,0.35766
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Nederland,5,137,0.0365
Willebroek,12040,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Onbepaalde nationaliteit,0,137,0.0
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Derdelander,23,45,0.51111
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,EU+ (excl. Nederland),16,45,0.35556
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Nederland,5,45,0.11111
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Onbepaalde nationaliteit,1,45,0.02222
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Derdelander,34,53,0.64151
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,EU+ (excl. Nederland),16,53,0.30189
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Nederland,3,53,0.0566
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Onbepaalde nationaliteit,0,53,0.0
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Derdelander,9,34,0.26471
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,EU+ (excl. Nederland),21,34,0.61765
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Nederland,4,34,0.11765
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Onbepaalde nationaliteit,0,34,0.0
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,29,45,0.64444
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),12,45,0.26667
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,3,45,0.06667
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,1,45,0.02222
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,23,45,0.51111
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),18,45,0.4
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,3,45,0.06667
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,1,45,0.02222
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,28,42,0.66667
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),8,42,0.19048
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,4,42,0.09524
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,2,42,0.04762
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,48,72,0.66667
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),14,72,0.19444
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,9,72,0.125
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,1,72,0.01389
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,30,67,0.44776
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),31,67,0.46269
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,5,67,0.07463
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Onbepaalde nationaliteit,1,67,0.01493
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Derdelander,24,41,0.58537
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,EU+ (excl. Nederland),12,41,0.29268
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Nederland,3,41,0.07317
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Onbepaalde nationaliteit,2,41,0.04878
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,33,62,0.53226
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),22,62,0.35484
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,6,62,0.09677
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,1,62,0.01613
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Derdelander,21,52,0.40385
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,EU+ (excl. Nederland),29,52,0.55769
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Nederland,2,52,0.03846
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Onbepaalde nationaliteit,0,52,0.0
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Derdelander,29,66,0.43939
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,EU+ (excl. Nederland),32,66,0.48485
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Nederland,4,66,0.06061
Puurs-Sint-Amands,12041,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Onbepaalde nationaliteit,1,66,0.01515
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Derdelander,190,260,0.73077
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,EU+ (excl. Nederland),20,260,0.07692
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Nederland,47,260,0.18077
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Onbepaalde nationaliteit,3,260,0.01154
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Derdelander,271,346,0.78324
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,EU+ (excl. Nederland),30,346,0.08671
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Nederland,35,346,0.10116
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Onbepaalde nationaliteit,10,346,0.0289
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Derdelander,264,331,0.79758
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,EU+ (excl. Nederland),26,331,0.07855
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Nederland,31,331,0.09366
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Onbepaalde nationaliteit,10,331,0.03021
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,54,98,0.55102
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),23,98,0.23469
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,18,98,0.18367
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,3,98,0.03061
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,76,124,0.6129
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),15,124,0.12097
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,26,124,0.20968
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,7,124,0.05645
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,244,301,0.81063
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),11,301,0.03654
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,39,301,0.12957
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,7,301,0.02326
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,275,364,0.75549
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),31,364,0.08516
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,50,364,0.13736
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,8,364,0.02198
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,92,172,0.53488
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),37,172,0.21512
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,42,172,0.24419
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Onbepaalde nationaliteit,1,172,0.00581
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Derdelander,135,217,0.62212
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,EU+ (excl. Nederland),33,217,0.15207
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Nederland,48,217,0.2212
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Onbepaalde nationaliteit,1,217,0.00461
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,221,295,0.74915
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),37,295,0.12542
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,36,295,0.12203
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,1,295,0.00339
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Derdelander,133,216,0.61574
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,EU+ (excl. Nederland),51,216,0.23611
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Nederland,31,216,0.14352
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Onbepaalde nationaliteit,1,216,0.00463
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Derdelander,140,191,0.73298
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,EU+ (excl. Nederland),29,191,0.15183
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Nederland,21,191,0.10995
Arendonk,13001,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Onbepaalde nationaliteit,1,191,0.00524
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Derdelander,8,84,0.09524
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,EU+ (excl. Nederland),11,84,0.13095
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Nederland,65,84,0.77381
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Onbepaalde nationaliteit,0,84,0.0
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Derdelander,6,45,0.13333
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,EU+ (excl. Nederland),13,45,0.28889
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Nederland,26,45,0.57778
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Onbepaalde nationaliteit,0,45,0.0
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Derdelander,5,50,0.1
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,EU+ (excl. Nederland),9,50,0.18
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Nederland,36,50,0.72
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Onbepaalde nationaliteit,0,50,0.0
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,3,38,0.07895
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),5,38,0.13158
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,30,38,0.78947
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,0,38,0.0
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,8,43,0.18605
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),11,43,0.25581
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,24,43,0.55814
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,0,43,0.0
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,9,56,0.16071
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),6,56,0.10714
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,41,56,0.73214
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,0,56,0.0
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,22,68,0.32353
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),12,68,0.17647
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,34,68,0.5
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,0,68,0.0
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,8,39,0.20513
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),5,39,0.12821
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,26,39,0.66667
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Onbepaalde nationaliteit,0,39,0.0
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Derdelander,19,78,0.24359
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,EU+ (excl. Nederland),11,78,0.14103
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Nederland,48,78,0.61538
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Onbepaalde nationaliteit,0,78,0.0
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,10,81,0.12346
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),16,81,0.19753
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,55,81,0.67901
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,0,81,0.0
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Derdelander,3,63,0.04762
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,EU+ (excl. Nederland),16,63,0.25397
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Nederland,44,63,0.69841
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Onbepaalde nationaliteit,0,63,0.0
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Derdelander,8,58,0.13793
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,EU+ (excl. Nederland),10,58,0.17241
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Nederland,39,58,0.67241
Baarle-Hertog,13002,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2021,Onbepaalde nationaliteit,1,58,0.01724
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Derdelander,28,66,0.42424
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,EU+ (excl. Nederland),16,66,0.24242
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Nederland,22,66,0.33333
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2010,Onbepaalde nationaliteit,0,66,0.0
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Derdelander,15,67,0.22388
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,EU+ (excl. Nederland),34,67,0.50746
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Nederland,17,67,0.25373
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2011,Onbepaalde nationaliteit,1,67,0.01493
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Derdelander,20,69,0.28986
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,EU+ (excl. Nederland),35,69,0.50725
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Nederland,13,69,0.18841
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2012,Onbepaalde nationaliteit,1,69,0.01449
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Derdelander,18,54,0.33333
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,EU+ (excl. Nederland),18,54,0.33333
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Nederland,18,54,0.33333
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2013,Onbepaalde nationaliteit,0,54,0.0
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Derdelander,12,38,0.31579
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,EU+ (excl. Nederland),15,38,0.39474
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Nederland,11,38,0.28947
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2014,Onbepaalde nationaliteit,0,38,0.0
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Derdelander,29,63,0.46032
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,EU+ (excl. Nederland),10,63,0.15873
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Nederland,23,63,0.36508
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2015,Onbepaalde nationaliteit,1,63,0.01587
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Derdelander,32,62,0.51613
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,EU+ (excl. Nederland),11,62,0.17742
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Nederland,16,62,0.25806
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2016,Onbepaalde nationaliteit,3,62,0.04839
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Derdelander,19,60,0.31667
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,EU+ (excl. Nederland),20,60,0.33333
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Nederland,21,60,0.35
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2017,Onbepaalde nationaliteit,0,60,0.0
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Derdelander,26,80,0.325
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,EU+ (excl. Nederland),31,80,0.3875
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Nederland,20,80,0.25
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2018,Onbepaalde nationaliteit,3,80,0.0375
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Derdelander,27,87,0.31034
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,EU+ (excl. Nederland),41,87,0.47126
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Nederland,19,87,0.21839
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2019,Onbepaalde nationaliteit,0,87,0.0
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Derdelander,16,71,0.22535
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,EU+ (excl. Nederland),30,71,0.42254
Balen,13003,Nee,"Meerderjarige nieuwkomers, naar nationaliteit",2020,Nederland,24,71,0.33803
