België,Gewest,Provincie,Arrondissement,Gemeente,Werkgelegenheidsgraad 20-64-jarigen
België,Waals Gewest,Provincie Henegouwen,Arrondissement Zinnik,Opzullik,0.708
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Arendonk,0.708
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Merksplas,0.708
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Mechelen,Willebroek,0.707
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Dendermonde,Zele,0.707
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Hechtel-Eksel,0.707
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Sint-Niklaas,Lokeren,0.707
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Lontzen,0.707
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Heers,0.707
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Hélécine,0.707
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Sombreffe,0.706
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Kortrijk,Menen,0.705
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Tienen,0.705
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Floreffe,0.704
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Zonhoven,0.704
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Ferrières,0.704
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Profondeville,0.704
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Kortrijk,Kortrijk,0.704
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Antwerpen,Zoersel,0.704
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Oostende,Bredene,0.703
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Sint-Niklaas,Temse,0.703
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Diest,0.703
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Nandrin,0.703
België,Waals Gewest,Provincie Luxemburg,Arrondissement Virton,Habay,0.703
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Mol,0.703
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Héron,0.702
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Blégny,0.702
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Court-Saint-Etienne,0.702
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Bilzen,0.701
België,Waals Gewest,Provincie Luik,Arrondissement Borgworm,Oerle,0.701
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Neerpelt,0.701
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Havelange,0.7
België,Waals Gewest,Provincie Luik,Arrondissement Borgworm,Crisnée,0.699
België,Waals Gewest,Provincie Luik,Arrondissement Borgworm,Fexhe-le-Haut-Clocher,0.699
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Wemmel,0.699
België,Waals Gewest,Provincie Henegouwen,Arrondissement Zinnik,Edingen,0.699
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Hasselt,0.699
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,As,0.698
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Ham,0.697
België,Waals Gewest,Provincie Luxemburg,Arrondissement Bastenaken,Fauvillers,0.697
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Villers-Le-Bouillet,0.697
België,Waals Gewest,Provincie Henegouwen,Arrondissement Doornik,Pecq,0.697
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Kasteelbrakel,0.697
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Eeklo,Eeklo,0.696
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Lens,0.696
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Antwerpen,Brasschaat,0.696
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Mechelen,Mechelen,0.696
België,Waals Gewest,Provincie Henegouwen,Arrondissement Aat,Chièvres,0.695
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Chastre,0.695
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Antwerpen,Essen,0.695
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Drogenbos,0.695
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Trois-Ponts,0.695
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Kinrooi,0.694
België,Waals Gewest,Provincie Henegouwen,Arrondissement Aat,Elzele,0.694
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Itter,0.694
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Antwerpen,Boom,0.693
België,Waals Gewest,Provincie Henegouwen,Arrondissement Doornik,Brunehaut,0.693
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Baarle-Hertog,0.692
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Herve,0.692
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Antwerpen,Kapellen (Antwerpen),0.691
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Welkenraedt,0.691
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Eigenbrakel,0.691
België,Waals Gewest,Provincie Luik,Arrondissement Borgworm,Hannuit,0.691
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Tongeren,0.691
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Ouffet,0.691
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Wachtebeke,0.69
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Neufchâteau (Neufchâteau),0.69
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Gembloux,0.69
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Hamont-Achel,0.69
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Overijse,0.689
België,Waals Gewest,Provincie Luxemburg,Arrondissement Marche-en-Famenne,Nassogne,0.689
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Paliseul,0.689
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Lommel,0.688
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Maaseik,0.688
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Genepiën,0.687
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Zutendaal,0.687
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Quévy,0.687
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Chaumont-Gistoux,0.686
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Ham-sur-Heure-Nalinnes,0.686
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Neupré,0.686
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Linkebeek,0.685
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Sint-Niklaas,Sint-Niklaas (Sint-Niklaas),0.685
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Sprimont,0.685
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Graven,0.685
België,Waals Gewest,Provincie Luxemburg,Arrondissement Aarlen,Messancy,0.684
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Antwerpen,Schilde,0.684
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Raeren,0.684
België,Waals Gewest,Provincie Luxemburg,Arrondissement Bastenaken,Houffalize,0.683
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Sint-Truiden,0.682
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Malmedy,0.681
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Geldenaken,0.681
België,Waals Gewest,Provincie Henegouwen,Arrondissement Aat,Vloesberg,0.68
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Wellin,0.68
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Limburg,0.679
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Yvoir,0.679
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Lobbes,0.679
België,Waals Gewest,Provincie Luxemburg,Arrondissement Bastenaken,Sainte-Ode,0.679
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Marchin,0.678
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Bitsingen,0.678
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Zaventem,0.678
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Somme-Leuze,0.677
België,Waals Gewest,Provincie Luxemburg,Arrondissement Marche-en-Famenne,Manhay,0.677
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Houyet,0.676
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Ciney,0.676
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Mettet,0.676
België,Waals Gewest,Provincie Luxemburg,Arrondissement Bastenaken,Vielsalm,0.676
België,Waals Gewest,Provincie Luxemburg,Arrondissement Virton,Saint-Léger (Virton),0.676
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Soumagne,0.675
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Brugge,Knokke-Heist,0.675
België,Waals Gewest,Provincie Henegouwen,Arrondissement Doornik,Rumes,0.674
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Anhée,0.674
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Tellin,0.674
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Wanze,0.674
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Turnhout,Turnhout,0.673
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Rebecq,0.673
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Les Bons Villers,0.673
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Stavelot,0.673
België,Waals Gewest,Provincie Luxemburg,Arrondissement Bastenaken,Bastenaken,0.672
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Stoumont,0.672
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Pont-à-Celles,0.67
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Daverdisse,0.67
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Awans,0.669
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Plombières,0.669
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Dilsen-Stokkem,0.669
België,Waals Gewest,Provincie Luxemburg,Arrondissement Virton,Meix-devant-Virton,0.669
België,Waals Gewest,Provincie Henegouwen,Arrondissement Zinnik,Ecaussinnes,0.668
België,Waals Gewest,Provincie Henegouwen,Arrondissement Aat,Aat,0.668
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Montigny-le-Tilleul,0.667
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Leuven,0.667
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Nijvel,0.667
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Juprelle,0.666
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Jurbeke,0.666
België,Waals Gewest,Provincie Henegouwen,Arrondissement Doornik,Leuze-en-Hainaut,0.666
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Ieper,Mesen,0.665
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Bièvre,0.664
België,Waals Gewest,Provincie Henegouwen,Arrondissement Doornik,Estaimpuis,0.664
België,Waals Gewest,Provincie Luik,Arrondissement Borgworm,Borgworm,0.664
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Eeklo,Zelzate,0.663
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Waver,0.662
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Gerpinnes,0.662
België,Waals Gewest,Provincie Namen,Arrondissement Philippeville,Walcourt,0.662
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Gent,Gent,0.662
België,Waals Gewest,Provincie Luxemburg,Arrondissement Virton,Rouvroy,0.662
België,Waals Gewest,Provincie Henegouwen,Arrondissement Aat,Brugelette,0.662
België,Waals Gewest,Provincie Henegouwen,Arrondissement Zinnik,’s Gravenbrakel,0.661
België,Waals Gewest,Provincie Luxemburg,Arrondissement Virton,Chiny,0.66
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Rixensart,0.66
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Oostende,De Haan,0.659
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Leopoldsburg,0.659
België,Waals Gewest,Provincie Luxemburg,Arrondissement Marche-en-Famenne,Marche-en-Famenne,0.658
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Esneux,0.658
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Pepinster,0.657
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Bertrix,0.657
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Sint-Genesius-Rode,0.657
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Leuven,Tervuren,0.656
België,Waals Gewest,Provincie Henegouwen,Arrondissement Zinnik,Lessen,0.655
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Eupen,0.655
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Lierneux,0.654
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Terhulpen,0.654
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Lanaken,0.653
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Beringen,0.653
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Saint-Hubert,0.653
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Gedinne,0.652
België,Waals Gewest,Provincie Henegouwen,Arrondissement Zinnik,Le Roeulx,0.652
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Onhaye,0.651
België,Waals Gewest,Provincie Luxemburg,Arrondissement Virton,Musson,0.65
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Seneffe,0.649
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Chaudfontaine,0.649
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Tubeke,0.648
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Veurne,Nieuwpoort,0.646
België,Waals Gewest,Provincie Namen,Arrondissement Philippeville,Cerfontaine,0.646
België,Waals Gewest,Provincie Henegouwen,Arrondissement Moeskroen,Komen-Waasten,0.645
België,Waals Gewest,Provincie Luxemburg,Arrondissement Marche-en-Famenne,La Roche-en-Ardenne,0.645
België,Waals Gewest,Provincie Luxemburg,Arrondissement Marche-en-Famenne,Erezée,0.645
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Rochefort,0.645
België,Waals Gewest,Provincie Luxemburg,Arrondissement Aarlen,Aarlen,0.644
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Oostende,Middelkerke,0.643
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Fosses-la-Ville,0.643
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Comblain-au-Pont,0.642
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Aywaille,0.641
België,Waals Gewest,Provincie Henegouwen,Arrondissement Doornik,Antoing,0.64
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Beaumont,0.64
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Brugge,Blankenberge,0.64
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Lasne,0.639
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Honnelles,0.639
België,Waals Gewest,Provincie Luxemburg,Arrondissement Marche-en-Famenne,Durbuy,0.639
België,Vlaams Gewest,Provincie Limburg,Arrondissement Maaseik,Houthalen-Helchteren,0.639
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Andenne,0.639
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Thuin,0.638
België,Vlaams Gewest,Provincie Oost-Vlaanderen,Arrondissement Oudenaarde,Ronse,0.638
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Jemeppe-sur-Sambre,0.637
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Hamoir,0.636
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Veurne,Koksijde,0.636
België,Waals Gewest,Provincie Henegouwen,Arrondissement Aat,Beloeil,0.634
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Herbeumont,0.634
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Beauraing,0.632
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Heusden-Zolder,0.631
België,Waals Gewest,Provincie Luxemburg,Arrondissement Marche-en-Famenne,Hotton,0.631
België,Waals Gewest,Provincie Henegouwen,Arrondissement Moeskroen,Moeskroen,0.629
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Oostende,Oostende,0.628
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Estinnes,0.628
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Oupeye,0.627
België,Vlaams Gewest,Provincie West-Vlaanderen,Arrondissement Veurne,De Panne,0.627
België,Waals Gewest,Provincie Luik,Arrondissement Borgworm,Saint-Georges-sur-Meuse,0.625
België,Waals Gewest,Provincie Henegouwen,Arrondissement Zinnik,Zinnik,0.624
België,Waals Gewest,Provincie Namen,Arrondissement Philippeville,Doische,0.624
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Amay,0.623
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Trooz,0.623
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Sivry-Rance,0.622
België,Waals Gewest,Provincie Namen,Arrondissement Philippeville,Philippeville,0.621
België,Waals Gewest,Provincie Luxemburg,Arrondissement Neufchâteau,Bouillon,0.619
België,Waals Gewest,Provincie Luxemburg,Arrondissement Aarlen,Martelange,0.618
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Ottignies-Louvain-la-Neuve,0.616
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Wezembeek-Oppem,0.615
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Merbes-le-Château,0.613
België,Waals Gewest,Provincie Luxemburg,Arrondissement Marche-en-Famenne,Rendeux,0.613
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Sint-Agatha-Berchem,0.613
België,Waals Gewest,Provincie Namen,Arrondissement Philippeville,Florennes,0.612
België,Waals Gewest,Provincie Henegouwen,Arrondissement Doornik,Doornik,0.612
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Beyne-Heusay,0.611
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Wezet,0.611
België,Vlaams Gewest,Provincie Antwerpen,Arrondissement Antwerpen,Antwerpen,0.61
België,Waals Gewest,Provincie Waals-Brabant,Arrondissement Nijvel,Waterloo,0.61
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Namen,0.61
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Fléron,0.609
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Chimay,0.607
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Ans,0.605
België,Waals Gewest,Provincie Luxemburg,Arrondissement Bastenaken,Gouvy,0.605
België,Waals Gewest,Provincie Luxemburg,Arrondissement Virton,Florenville,0.604
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Kelmis,0.603
België,Vlaams Gewest,Provincie Limburg,Arrondissement Hasselt,Genk,0.601
België,Waals Gewest,Provincie Luxemburg,Arrondissement Aarlen,Aubange,0.601
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Dinant,0.601
België,Vlaams Gewest,Provincie Limburg,Arrondissement Tongeren,Maasmechelen,0.6
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Spa,0.597
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Ganshoren,0.597
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Engis,0.597
België,Waals Gewest,Provincie Henegouwen,Arrondissement Doornik,Péruwelz,0.597
België,Waals Gewest,Provincie Luxemburg,Arrondissement Virton,Virton,0.596
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Jette,0.595
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Oudergem,0.594
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Watermaal-Bosvoorde,0.593
België,Waals Gewest,Provincie Henegouwen,Arrondissement Aat,Bernissart,0.593
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Fleurus,0.59
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Saint-Ghislain,0.59
België,Waals Gewest,Provincie Namen,Arrondissement Namen,Sambreville,0.587
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Flémalle,0.586
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Ukkel,0.584
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Binche,0.582
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Froidchapelle,0.581
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Erquelinnes,0.581
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Grâce-Hollogne,0.579
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Courcelles,0.578
België,Waals Gewest,Provincie Luik,Arrondissement Hoei,Hoei,0.578
België,Vlaams Gewest,Provincie Vlaams-Brabant,Arrondissement Halle-Vilvoorde,Kraainem,0.576
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Aiseau-Presles,0.574
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Morlanwelz,0.573
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Vresse-sur-Semois,0.569
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Fontaine-l’Evêque,0.569
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Chapelle-lez-Herlaimont,0.568
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Momignies,0.568
België,Waals Gewest,Provincie Namen,Arrondissement Philippeville,Couvin,0.565
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Hensies,0.564
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Manage,0.562
België,Waals Gewest,Provincie Henegouwen,Arrondissement Thuin,Anderlues,0.562
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Frameries,0.559
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Herstal,0.553
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Dour,0.552
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Vorst (Brussel-Hoofdstad),0.552
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Sint-Lambrechts-Woluwe,0.551
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Koekelberg,0.548
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Quiévrain,0.546
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Sint-Pieters-Woluwe,0.545
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Evere,0.544
België,Waals Gewest,Provincie Henegouwen,Arrondissement Zinnik,La Louvière,0.541
België,Waals Gewest,Provincie Namen,Arrondissement Philippeville,Viroinval,0.537
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Bergen,0.535
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Saint-Nicolas (Luik),0.534
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Etterbeek,0.526
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Dison,0.524
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Seraing,0.522
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Châtelet,0.52
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Anderlecht,0.516
België,Waals Gewest,Provincie Luik,Arrondissement Verviers,Verviers,0.516
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Boussu,0.516
België,Waals Gewest,Provincie Namen,Arrondissement Dinant,Hastière,0.509
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Quaregnon,0.502
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Sint-Gillis,0.499
België,Waals Gewest,Provincie Luik,Arrondissement Luik,Luik,0.499
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Charleroi,0.495
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Elsene,0.494
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Schaarbeek,0.489
België,Waals Gewest,Provincie Henegouwen,Arrondissement Bergen,Colfontaine,0.485
België,Waals Gewest,Provincie Henegouwen,Arrondissement Charleroi,Farciennes,0.471
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Sint-Jans-Molenbeek,0.458
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Brussel,0.455
België,Brussels Hoofdstedelijk Gewest,,Arrondissement Brussel-Hoofdstad,Sint-Joost-ten-Node,0.424
België,,,,,0.658
