Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen met een verhoogde tegemoetkoming,Aantal inwoners,Procent
Grimbergen,23025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,3976,37542,0.105908
Grimbergen,23025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,3923,37972,0.103313
Grimbergen,23025,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,3853,38314,0.100564
Halle,23027,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,3977,37453,0.106186
Halle,23027,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,4173,38023,0.109749
Halle,23027,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,4315,38289,0.112696
Halle,23027,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,4430,38680,0.114529
Halle,23027,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,4502,39096,0.115152
Halle,23027,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,4512,39540,0.114112
Halle,23027,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,4581,40182,0.114006
Halle,23027,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,4393,40656,0.108053
Herne,23032,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,583,6565,0.0888043
Herne,23032,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,591,6612,0.0893829
Herne,23032,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,584,6617,0.0882575
Herne,23032,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,581,6592,0.0881371
Herne,23032,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,547,6643,0.0823423
Herne,23032,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,553,6665,0.0829707
Herne,23032,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,546,6699,0.0815047
Herne,23032,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,533,6706,0.0794811
Hoeilaart,23033,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,717,10630,0.0674506
Hoeilaart,23033,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,769,10796,0.0712301
Hoeilaart,23033,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,757,10915,0.0693541
Hoeilaart,23033,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,832,11104,0.074928
Hoeilaart,23033,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,850,11172,0.0760831
Hoeilaart,23033,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,868,11321,0.0766717
Hoeilaart,23033,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,842,11408,0.0738079
Hoeilaart,23033,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,828,11509,0.0719437
Kampenhout,23038,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,864,11517,0.0750195
Kampenhout,23038,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,851,11597,0.073381
Kampenhout,23038,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,876,11689,0.0749423
Kampenhout,23038,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,878,11768,0.0746091
Kampenhout,23038,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,912,11898,0.0766515
Kampenhout,23038,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,906,11972,0.0756766
Kampenhout,23038,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,898,12129,0.0740374
Kampenhout,23038,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,886,12280,0.0721498
Kapelle-op-den-Bos,23039,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,727,9200,0.0790217
Kapelle-op-den-Bos,23039,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,764,9316,0.0820094
Kapelle-op-den-Bos,23039,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,769,9370,0.0820704
Kapelle-op-den-Bos,23039,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,856,9382,0.0912385
Kapelle-op-den-Bos,23039,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,901,9396,0.0958919
Kapelle-op-den-Bos,23039,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,857,9413,0.0910443
Kapelle-op-den-Bos,23039,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,856,9501,0.0900958
Kapelle-op-den-Bos,23039,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,839,9524,0.0880932
Liedekerke,23044,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1598,12818,0.124668
Liedekerke,23044,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1666,12902,0.129127
Liedekerke,23044,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1785,12919,0.138169
Liedekerke,23044,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1891,13103,0.144318
Liedekerke,23044,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1845,13188,0.1399
Liedekerke,23044,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1764,13295,0.132681
Liedekerke,23044,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1796,13397,0.13406
Liedekerke,23044,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1791,13482,0.132844
Londerzeel,23045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1523,18055,0.0843534
Londerzeel,23045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1611,18233,0.0883563
Londerzeel,23045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1639,18274,0.0896903
Londerzeel,23045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1725,18385,0.0938265
Londerzeel,23045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1716,18620,0.092159
Londerzeel,23045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1736,18749,0.0925916
Londerzeel,23045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1783,18861,0.0945337
Londerzeel,23045,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1798,19016,0.094552
Machelen,23047,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1686,14271,0.118142
Machelen,23047,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1879,14454,0.129999
Machelen,23047,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1989,14764,0.13472
Machelen,23047,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,2092,15135,0.138223
Machelen,23047,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,2156,15417,0.139846
Machelen,23047,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,2140,15469,0.138341
Machelen,23047,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,2148,15605,0.137648
Machelen,23047,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,2067,15895,0.130041
Meise,23050,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1333,18569,0.0717863
Meise,23050,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1335,18612,0.0717279
Meise,23050,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1388,18742,0.0740583
Meise,23050,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1564,18925,0.082642
Meise,23050,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1575,19164,0.0821853
Meise,23050,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1593,19411,0.0820669
Meise,23050,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1607,19627,0.081877
Meise,23050,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1591,19790,0.0803941
Merchtem,23052,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1463,15900,0.0920126
Merchtem,23052,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1510,15920,0.0948492
Merchtem,23052,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1571,16083,0.0976808
Merchtem,23052,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1682,16100,0.104472
Merchtem,23052,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1818,16294,0.111575
Merchtem,23052,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1864,16583,0.112404
Merchtem,23052,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1816,16766,0.108314
Merchtem,23052,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1796,17154,0.104699
Opwijk,23060,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1189,13975,0.0850805
Opwijk,23060,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1254,14140,0.0886846
Opwijk,23060,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1291,14208,0.0908643
Opwijk,23060,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1351,14356,0.094107
Opwijk,23060,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1377,14378,0.0957713
Opwijk,23060,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1382,14547,0.0950024
Opwijk,23060,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1422,14746,0.0964329
Opwijk,23060,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1359,14793,0.0918678
Overijse,23062,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1414,24643,0.0573794
Overijse,23062,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1476,24774,0.0595786
Overijse,23062,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1561,24959,0.0625426
Overijse,23062,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1652,25024,0.0660166
Overijse,23062,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1667,25169,0.0662323
Overijse,23062,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1652,25403,0.0650317
Overijse,23062,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1595,25497,0.0625564
Overijse,23062,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1567,25655,0.0610797
Pepingen,23064,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,381,4374,0.0871056
Pepingen,23064,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,389,4402,0.0883689
Pepingen,23064,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,399,4424,0.0901899
Pepingen,23064,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,394,4409,0.0893627
Pepingen,23064,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,396,4372,0.0905764
Pepingen,23064,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,390,4479,0.087073
Pepingen,23064,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,408,4537,0.0899273
Pepingen,23064,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,372,4499,0.082685
Sint-Pieters-Leeuw,23077,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,3725,32933,0.113108
Sint-Pieters-Leeuw,23077,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,4039,33270,0.121401
Sint-Pieters-Leeuw,23077,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,4207,33512,0.125537
Sint-Pieters-Leeuw,23077,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,4380,33758,0.129747
Sint-Pieters-Leeuw,23077,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,4515,34038,0.132646
Sint-Pieters-Leeuw,23077,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,4527,34228,0.13226
Sint-Pieters-Leeuw,23077,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,4359,34621,0.125906
Sint-Pieters-Leeuw,23077,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,4246,35061,0.121103
Steenokkerzeel,23081,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,747,11744,0.0636069
Steenokkerzeel,23081,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,801,11859,0.0675436
Steenokkerzeel,23081,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,831,11924,0.0696914
Steenokkerzeel,23081,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,886,11944,0.0741795
Steenokkerzeel,23081,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,944,12090,0.0780811
Steenokkerzeel,23081,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,920,12135,0.0758138
Steenokkerzeel,23081,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,903,12279,0.0735402
Steenokkerzeel,23081,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,918,12372,0.0741998
Ternat,23086,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1188,15319,0.0775508
Ternat,23086,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1196,15335,0.0779915
Ternat,23086,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1219,15286,0.0797462
Ternat,23086,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1347,15428,0.0873088
Ternat,23086,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1395,15481,0.0901105
Ternat,23086,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1424,15746,0.0904357
Ternat,23086,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1472,16012,0.0919311
Ternat,23086,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1449,16144,0.0897547
Vilvoorde,23088,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,5356,41843,0.128002
Vilvoorde,23088,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,5907,42418,0.139257
Vilvoorde,23088,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,6361,43017,0.147872
Vilvoorde,23088,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,6922,43653,0.158569
Vilvoorde,23088,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,7004,44015,0.159128
Vilvoorde,23088,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,7020,44727,0.156952
Vilvoorde,23088,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,7113,45495,0.156347
Vilvoorde,23088,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,6912,45715,0.151198
Zaventem,23094,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,2706,32388,0.0835495
Zaventem,23094,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,2937,32678,0.089877
Zaventem,23094,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,3051,33034,0.0923594
Zaventem,23094,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,3219,33385,0.0964205
Zaventem,23094,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,3450,33806,0.102053
Zaventem,23094,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,3557,34368,0.103497
Zaventem,23094,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,3477,34782,0.0999655
Zaventem,23094,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,3360,35184,0.095498
Zemst,23096,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1370,22587,0.0606544
Zemst,23096,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1448,22778,0.0635701
Zemst,23096,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1469,23068,0.0636813
Zemst,23096,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1594,23240,0.0685886
Zemst,23096,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1611,23325,0.0690675
Zemst,23096,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1560,23358,0.0667865
Zemst,23096,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1536,23260,0.0660361
Zemst,23096,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1478,23314,0.0633954
Roosdaal,23097,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1089,11277,0.0965682
Roosdaal,23097,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1084,11367,0.0953638
Roosdaal,23097,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1131,11494,0.0983992
Roosdaal,23097,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1140,11621,0.0980983
Roosdaal,23097,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1178,11629,0.101298
Roosdaal,23097,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1180,11631,0.101453
Roosdaal,23097,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1140,11665,0.0977282
Roosdaal,23097,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1075,11688,0.0919747
Drogenbos,23098,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,682,5093,0.133909
Drogenbos,23098,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,744,5222,0.142474
Drogenbos,23098,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,792,5372,0.147431
Drogenbos,23098,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,868,5457,0.159062
Drogenbos,23098,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,859,5599,0.15342
Drogenbos,23098,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,913,5689,0.160485
Drogenbos,23098,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,910,5653,0.160976
Drogenbos,23098,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,883,5699,0.154939
Kraainem,23099,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,680,13570,0.0501105
Kraainem,23099,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,715,13697,0.0522012
Kraainem,23099,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,748,13713,0.0545468
Kraainem,23099,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,793,13657,0.0580655
Kraainem,23099,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,805,13690,0.058802
Kraainem,23099,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,857,13730,0.0624181
Kraainem,23099,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,850,13853,0.0613586
Kraainem,23099,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,805,13847,0.0581353
Linkebeek,23100,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,300,4792,0.0626043
Linkebeek,23100,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,291,4745,0.0613277
Linkebeek,23100,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,308,4752,0.0648148
Linkebeek,23100,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,322,4722,0.0681914
Linkebeek,23100,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,351,4760,0.0737395
Linkebeek,23100,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,356,4671,0.0762149
Linkebeek,23100,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,353,4696,0.0751704
Linkebeek,23100,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,347,4739,0.0732222
Sint-Genesius-Rode,23101,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,961,18005,0.0533741
Sint-Genesius-Rode,23101,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,951,17955,0.0529657
Sint-Genesius-Rode,23101,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1007,18171,0.055418
Sint-Genesius-Rode,23101,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1050,18231,0.0575942
Sint-Genesius-Rode,23101,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1114,18296,0.0608876
Sint-Genesius-Rode,23101,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1118,18387,0.0608038
Sint-Genesius-Rode,23101,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1078,18519,0.0582105
Sint-Genesius-Rode,23101,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1055,18626,0.0566413
Wemmel,23102,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1387,15586,0.0889901
Wemmel,23102,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1531,15721,0.0973857
Wemmel,23102,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1673,16059,0.104178
Wemmel,23102,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1686,16130,0.104526
Wemmel,23102,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1713,16347,0.10479
Wemmel,23102,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1727,16491,0.104724
Wemmel,23102,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1803,16814,0.107232
Wemmel,23102,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1791,17013,0.105272
Wezembeek-Oppem,23103,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,783,13894,0.0563553
Wezembeek-Oppem,23103,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,842,14032,0.0600057
Wezembeek-Oppem,23103,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,854,14095,0.0605889
Wezembeek-Oppem,23103,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,888,14044,0.0632298
Wezembeek-Oppem,23103,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,956,14021,0.0681834
Wezembeek-Oppem,23103,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1016,14258,0.0712582
Wezembeek-Oppem,23103,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,985,14269,0.0690308
Wezembeek-Oppem,23103,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,955,14254,0.0669987
Lennik,23104,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,791,8925,0.0886275
Lennik,23104,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,825,8963,0.0920451
Lennik,23104,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,860,9033,0.0952065
Lennik,23104,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,884,9033,0.0978634
Lennik,23104,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,901,9024,0.0998449
Lennik,23104,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,919,9074,0.101278
Lennik,23104,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,874,9096,0.0960862
Lennik,23104,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,905,9190,0.0984766
Affligem,23105,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,1043,12953,0.0805219
Affligem,23105,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,1071,13016,0.0822833
Affligem,23105,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,1131,13079,0.0864745
Affligem,23105,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1161,13129,0.0884302
Affligem,23105,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1131,13225,0.0855198
Affligem,23105,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1158,13228,0.0875416
Affligem,23105,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1180,13351,0.0883829
Affligem,23105,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,1085,13407,0.0809279
Aarschot,24001,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,3264,29074,0.112265
Aarschot,24001,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,3386,29288,0.11561
Aarschot,24001,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,3492,29529,0.118257
Aarschot,24001,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,3580,29654,0.120726
Aarschot,24001,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,3680,29965,0.12281
Aarschot,24001,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,3723,30115,0.123626
Aarschot,24001,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,3651,30183,0.120962
Aarschot,24001,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,3592,30281,0.118622
Begijnendijk,24007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,957,9979,0.0959014
Begijnendijk,24007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,941,10029,0.0938279
Begijnendijk,24007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,974,10058,0.0968383
Begijnendijk,24007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,1003,10004,0.10026
Begijnendijk,24007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,1052,10053,0.104645
Begijnendijk,24007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,1032,10114,0.102037
Begijnendijk,24007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,1012,10256,0.0986739
Begijnendijk,24007,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,987,10322,0.095621
Bekkevoort,24008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2014,767,6094,0.125862
Bekkevoort,24008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2015,784,6080,0.128947
Bekkevoort,24008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2016,746,6117,0.121955
Bekkevoort,24008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2017,771,6134,0.125693
Bekkevoort,24008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2018,763,6274,0.121613
Bekkevoort,24008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2019,734,6306,0.116397
Bekkevoort,24008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2020,749,6332,0.118288
Bekkevoort,24008,Nee,Personen met verhoogde tegemoetkoming in ziekteverzekering,2021,720,6348,0.113422
