Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal personen met een (equivalent) leefloon naar herkomst,"Aantal inwoners naar herkomst 
(KSZ-cijfers)",Procent
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,EU,14,1063,0.0131703
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Europa niet-EU                                    ,11,347,0.0317003
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,32,1583,0.0202148
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen                                     ,26,614,0.0423453
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,36,7780,0.00462725
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,EU,12,1103,0.0108794
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Europa niet-EU                                    ,12,358,0.0335196
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,43,1786,0.0240761
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Andere landen                                     ,32,674,0.0474777
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,België,47,7602,0.00618258
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,EU,19,1214,0.0156507
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Europa niet-EU                                    ,10,386,0.0259067
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Niet-EU,48,2013,0.023845
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Andere landen                                     ,30,707,0.0424328
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,België,41,7476,0.00548422
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,EU,13,1257,0.0103421
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Europa niet-EU                                    ,10,437,0.0228833
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Niet-EU,51,2212,0.0230561
Borsbeek,11007,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Turkije en Maghreb                                ,11,1068,0.0102996
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,76,31407,0.00241984
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,EU,10,4093,0.0024432
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Europa niet-EU                                    ,23,390,0.0589744
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Niet-EU,31,1513,0.0204891
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,82,31251,0.00262392
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,EU,14,4144,0.00337838
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Europa niet-EU                                    ,39,478,0.08159
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,49,1551,0.0315925
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,West- en Noord-EU15,11,3629,0.00303114
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Andere landen                                     ,15,1012,0.0148221
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,68,31251,0.00217593
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Europa niet-EU                                    ,40,548,0.0729927
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,58,1737,0.0333909
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Andere landen                                     ,17,1088,0.015625
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,60,31158,0.00192567
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Europa niet-EU                                    ,35,591,0.0592217
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,57,1882,0.0302869
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Andere landen                                     ,21,1128,0.018617
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,71,31076,0.00228472
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Europa niet-EU                                    ,27,640,0.0421875
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,52,1973,0.0263558
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Andere landen                                     ,26,1206,0.0215589
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,53,31060,0.00170637
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Europa niet-EU                                    ,15,631,0.0237718
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,45,2079,0.021645
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Andere landen                                     ,30,1225,0.0244898
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,73,30874,0.00236445
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Europa niet-EU                                    ,12,649,0.01849
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,43,2125,0.0202353
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen                                     ,31,1362,0.0227606
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,74,30712,0.00240948
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,EU,11,4648,0.00236661
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Europa niet-EU                                    ,12,673,0.0178306
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,47,2329,0.0201803
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen                                     ,37,1455,0.0254296
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,54,30695,0.00175924
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,EU,11,4671,0.00235496
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Europa niet-EU                                    ,12,650,0.0184615
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,50,2407,0.0207727
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen                                     ,56,1527,0.0366732
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,57,30579,0.00186402
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,EU,14,4704,0.00297619
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,69,2550,0.0270588
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Andere landen                                     ,75,1632,0.0459559
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,België,49,30464,0.00160846
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,EU,13,4744,0.0027403
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Niet-EU,86,2721,0.031606
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,West- en Noord-EU15,10,3802,0.00263019
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Andere landen                                     ,70,1695,0.0412979
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,België,56,30394,0.00184247
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,EU,12,4921,0.00243853
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Europa niet-EU                                    ,12,787,0.0152478
Brasschaat,11008,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Niet-EU,87,2882,0.0301874
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,33,24473,0.00134842
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,25,24549,0.00101837
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Andere landen                                     ,11,355,0.0309859
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,42,24600,0.00170732
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,24,681,0.0352423
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Andere landen                                     ,11,394,0.0279188
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,32,24637,0.00129886
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,18,723,0.0248963
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,33,24726,0.00133463
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,35,24818,0.00141027
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,11,763,0.0144168
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,31,24817,0.00124914
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,13,799,0.0162703
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen                                     ,11,519,0.0211946
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,39,24886,0.00156715
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,15,913,0.0164294
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen                                     ,18,545,0.0330275
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,39,24988,0.00156075
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,22,939,0.0234292
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen                                     ,20,594,0.03367
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,38,25039,0.00151763
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,EU,10,2947,0.00339328
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,24,1016,0.023622
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Andere landen                                     ,22,643,0.0342146
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,België,39,25176,0.00154909
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Niet-EU,29,1097,0.0264357
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Andere landen                                     ,16,693,0.023088
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,België,33,25240,0.00130745
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,EU,10,3031,0.00329924
Brecht,11009,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Niet-EU,20,1181,0.0169348
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Andere landen                                     ,12,782,0.0153453
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,40,18482,0.00216427
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Europa niet-EU                                    ,12,242,0.0495868
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Niet-EU,25,1288,0.0194099
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Andere landen                                     ,18,849,0.0212014
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,38,18278,0.002079
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Europa niet-EU                                    ,22,292,0.0753425
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,43,1448,0.0296961
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Andere landen                                     ,24,913,0.026287
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,40,18019,0.00221988
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Europa niet-EU                                    ,35,384,0.0911458
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,62,1632,0.0379902
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Andere landen                                     ,24,969,0.0247678
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,34,17804,0.00190968
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,EU,11,1590,0.00691824
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Europa niet-EU                                    ,37,400,0.0925
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,66,1736,0.0380184
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Andere landen                                     ,30,1062,0.0282486
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,36,17703,0.00203355
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Europa niet-EU                                    ,23,422,0.0545024
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,57,1873,0.0304325
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Andere landen                                     ,37,1163,0.0318143
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,38,17605,0.00215848
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Europa niet-EU                                    ,25,417,0.059952
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,65,2009,0.0323544
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Andere landen                                     ,42,1227,0.0342298
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,32,17498,0.00182878
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Europa niet-EU                                    ,25,438,0.0570776
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,72,2135,0.0337237
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen                                     ,53,1358,0.039028
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,35,17472,0.00200321
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Europa niet-EU                                    ,27,460,0.0586957
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,87,2348,0.0370528
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen                                     ,60,1437,0.0417537
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,32,17485,0.00183014
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Europa niet-EU                                    ,20,467,0.0428266
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,85,2463,0.0345108
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen                                     ,80,1504,0.0531915
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,41,17380,0.00235903
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Europa niet-EU                                    ,22,522,0.0421456
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,108,2619,0.0412371
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Andere landen                                     ,93,1606,0.0579078
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,België,39,17260,0.00225956
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Europa niet-EU                                    ,22,532,0.0413534
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Niet-EU,120,2772,0.04329
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Andere landen                                     ,86,1697,0.0506777
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,België,32,17209,0.00185949
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Europa niet-EU                                    ,17,551,0.030853
Edegem,11013,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Niet-EU,109,2963,0.036787
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Andere landen                                     ,12,247,0.048583
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,53,12096,0.00438161
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,EU,24,5122,0.00468567
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Niet-EU,18,416,0.0432692
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,West- en Noord-EU15,24,4955,0.00484359
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Andere landen                                     ,12,287,0.0418118
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,47,12083,0.00388976
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,EU,15,5243,0.00286096
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,20,473,0.0422833
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,West- en Noord-EU15,14,5069,0.00276189
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Andere landen                                     ,16,364,0.043956
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,42,12056,0.00348374
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,EU,30,5294,0.00566679
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,23,587,0.0391823
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,West- en Noord-EU15,27,5115,0.00527859
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Andere landen                                     ,12,405,0.0296296
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,38,12125,0.00313402
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,EU,29,5311,0.00546037
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,20,676,0.0295858
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,West- en Noord-EU15,25,5126,0.0048771
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Andere landen                                     ,12,421,0.0285036
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,34,12107,0.00280829
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,EU,25,5266,0.00474744
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,22,715,0.0307692
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,West- en Noord-EU15,20,5061,0.00395179
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Andere landen                                     ,18,453,0.0397351
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,33,12210,0.0027027
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,EU,21,5301,0.00396152
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,28,773,0.0362225
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,West- en Noord-EU15,19,5077,0.00374237
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Andere landen                                     ,19,484,0.0392562
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,30,12245,0.00244998
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,EU,24,5363,0.00447511
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,31,819,0.037851
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,West- en Noord-EU15,23,5119,0.00449307
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen                                     ,18,534,0.0337079
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,35,12329,0.00283884
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,EU,18,5377,0.00334759
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,24,915,0.0262295
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,West- en Noord-EU15,16,5119,0.00312561
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Andere landen                                     ,24,602,0.0398671
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,29,12335,0.00235103
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,EU,22,5428,0.00405306
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,27,1024,0.0263672
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,West- en Noord-EU15,20,5147,0.00388576
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Andere landen                                     ,29,672,0.0431548
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,29,12426,0.00233382
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,EU,29,5507,0.00526603
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,33,1131,0.0291777
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,West- en Noord-EU15,27,5205,0.00518732
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Andere landen                                     ,34,685,0.049635
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,België,14,12354,0.00113324
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,EU,19,5508,0.00344953
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Niet-EU,42,1180,0.0355932
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,West- en Noord-EU15,18,5199,0.0034622
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Andere landen                                     ,34,719,0.0472879
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,België,20,12401,0.00161277
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,EU,21,5511,0.00381056
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Niet-EU,39,1245,0.0313253
Essen,11016,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,West- en Noord-EU15,20,5169,0.00386922
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,België,24,9018,0.00266134
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Europa niet-EU                                    ,15,130,0.115385
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2009,Niet-EU,21,581,0.0361446
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,24,9059,0.0026493
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Europa niet-EU                                    ,11,140,0.0785714
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,Niet-EU,19,653,0.0290965
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,35,9069,0.0038593
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Europa niet-EU                                    ,17,210,0.0809524
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,Niet-EU,27,781,0.0345711
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,33,9213,0.0035819
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Europa niet-EU                                    ,17,221,0.0769231
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,Niet-EU,24,841,0.0285375
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,België,18,9259,0.00194405
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Europa niet-EU                                    ,16,240,0.0666667
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,25,949,0.0263435
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,België,13,9245,0.00140617
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Europa niet-EU                                    ,15,235,0.0638298
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2014,Niet-EU,24,1003,0.0239282
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,België,13,9228,0.00140876
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2015,Niet-EU,16,1142,0.0140105
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Andere landen                                     ,12,403,0.0297767
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,België,23,9241,0.00248891
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2016,Niet-EU,17,1190,0.0142857
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,België,18,9235,0.00194911
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2017,Niet-EU,16,1257,0.0127287
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,België,15,9166,0.00163648
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2018,Niet-EU,17,1398,0.0121602
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,België,21,9179,0.00228783
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2019,Niet-EU,20,1506,0.0132802
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Andere landen                                     ,12,561,0.0213904
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,België,14,9040,0.00154867
Hemiksem,11018,Nee,"Personen met (equivalent) leefloon, naar herkomst",2020,Niet-EU,24,1655,0.0145015
Hove,11021,Nee,"Personen met (equivalent) leefloon, naar herkomst",2010,België,15,7584,0.00197785
Hove,11021,Nee,"Personen met (equivalent) leefloon, naar herkomst",2011,België,13,7536,0.00172505
Hove,11021,Nee,"Personen met (equivalent) leefloon, naar herkomst",2012,België,12,7523,0.00159511
Hove,11021,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Andere landen                                     ,10,194,0.0515464
Hove,11021,Nee,"Personen met (equivalent) leefloon, naar herkomst",2013,Niet-EU,13,341,0.0381232
