Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Weinig (%),Neutraal (%),Veel (%)
 Dilsen-Stokkem ,72041,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.46,0.42,0.12
 Dilsen-Stokkem ,72041,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.52,0.38,0.1
 Dilsen-Stokkem ,72041,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.39,0.49,0.12
 Dilsen-Stokkem ,72041,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.6,0.32,0.07
 Dilsen-Stokkem ,72041,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.23,0.45,0.32
 Dilsen-Stokkem ,72041,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.18,0.48,0.35
 Dilsen-Stokkem ,72041,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.33,0.51,0.17
 Dilsen-Stokkem ,72041,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.49,0.37,0.13
 Drogenbos ,23098,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.36,0.46,0.18
 Drogenbos ,23098,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.38,0.39,0.23
 Drogenbos ,23098,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.29,0.48,0.24
 Drogenbos ,23098,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.32,0.46,0.22
 Drogenbos ,23098,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.12,0.34,0.54
 Drogenbos ,23098,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.11,0.48,0.41
 Drogenbos ,23098,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.29,0.47,0.25
 Drogenbos ,23098,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.4,0.43,0.18
 Duffel ,12009,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.41,0.45,0.15
 Duffel ,12009,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.49,0.36,0.15
 Duffel ,12009,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.34,0.47,0.19
 Duffel ,12009,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.61,0.28,0.11
 Duffel ,12009,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.18,0.44,0.38
 Duffel ,12009,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.16,0.47,0.37
 Duffel ,12009,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.3,0.44,0.26
 Duffel ,12009,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.45,0.38,0.17
 Edegem ,11013,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.36,0.45,0.19
 Edegem ,11013,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.43,0.39,0.18
 Edegem ,11013,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.35,0.47,0.18
 Edegem ,11013,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.52,0.36,0.12
 Edegem ,11013,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.09,0.4,0.51
 Edegem ,11013,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.19,0.4,0.41
 Edegem ,11013,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.26,0.46,0.28
 Edegem ,11013,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.39,0.42,0.19
 Eeklo ,43005,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.39,0.48,0.13
 Eeklo ,43005,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.42,0.43,0.15
 Eeklo ,43005,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.42,0.43,0.15
 Eeklo ,43005,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.55,0.32,0.12
 Eeklo ,43005,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.31,0.45,0.24
 Eeklo ,43005,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.28,0.46,0.26
 Eeklo ,43005,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.34,0.45,0.21
 Eeklo ,43005,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.45,0.37,0.18
 Erpe-Mere ,41082,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.5,0.37,0.12
 Erpe-Mere ,41082,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.49,0.33,0.18
 Erpe-Mere ,41082,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.43,0.45,0.12
 Erpe-Mere ,41082,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.57,0.31,0.12
 Erpe-Mere ,41082,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.14,0.4,0.46
 Erpe-Mere ,41082,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.22,0.45,0.34
 Erpe-Mere ,41082,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.34,0.47,0.19
 Erpe-Mere ,41082,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.48,0.34,0.18
 Essen ,11016,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.46,0.38,0.15
 Essen ,11016,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.48,0.41,0.11
 Essen ,11016,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.41,0.46,0.13
 Essen ,11016,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.6,0.31,0.08
 Essen ,11016,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.19,0.41,0.4
 Essen ,11016,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.24,0.5,0.26
 Essen ,11016,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.34,0.48,0.18
 Essen ,11016,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.45,0.41,0.13
 Evergem ,44019,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.46,0.4,0.13
 Evergem ,44019,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.5,0.38,0.12
 Evergem ,44019,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.44,0.46,0.1
 Evergem ,44019,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.6,0.32,0.08
 Evergem ,44019,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.19,0.45,0.36
 Evergem ,44019,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.15,0.47,0.38
 Evergem ,44019,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.36,0.47,0.16
 Evergem ,44019,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.49,0.39,0.12
 Galmaarden ,23023,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.45,0.4,0.15
 Galmaarden ,23023,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.56,0.3,0.14
 Galmaarden ,23023,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.41,0.43,0.16
 Galmaarden ,23023,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.59,0.33,0.08
 Galmaarden ,23023,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.29,0.42,0.28
 Galmaarden ,23023,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.2,0.53,0.27
 Galmaarden ,23023,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.36,0.45,0.19
 Galmaarden ,23023,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.51,0.35,0.14
 Gavere ,44020,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.37,0.44,0.19
 Gavere ,44020,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.47,0.38,0.15
 Gavere ,44020,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.36,0.49,0.15
 Gavere ,44020,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.6,0.32,0.07
 Gavere ,44020,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.24,0.47,0.29
 Gavere ,44020,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.2,0.56,0.24
 Gavere ,44020,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.3,0.49,0.2
 Gavere ,44020,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.5,0.38,0.12
 Geel ,13008,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.42,0.38,0.2
 Geel ,13008,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.55,0.33,0.12
 Geel ,13008,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.42,0.41,0.17
 Geel ,13008,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.64,0.27,0.09
 Geel ,13008,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.21,0.51,0.28
 Geel ,13008,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.25,0.49,0.26
 Geel ,13008,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.36,0.41,0.23
 Geel ,13008,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.51,0.35,0.14
 Geetbets ,24028,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.45,0.41,0.14
 Geetbets ,24028,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.63,0.32,0.05
 Geetbets ,24028,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.45,0.41,0.14
 Geetbets ,24028,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.69,0.26,0.05
 Geetbets ,24028,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.18,0.45,0.38
 Geetbets ,24028,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.24,0.42,0.34
 Geetbets ,24028,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.4,0.42,0.18
 Geetbets ,24028,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.58,0.33,0.09
 Genk ,71016,ja,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.47,0.39,0.13
 Genk ,71016,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2008,0.47,0.42,0.11
 Genk ,71016,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2011,0.52,0.35,0.13
 Genk ,71016,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2014,0.4,0.42,0.18
 Genk ,71016,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.39,0.44,0.17
 Genk ,71016,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.57,0.32,0.11
 Genk ,71016,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2008,0.22,0.41,0.37
 Genk ,71016,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2011,0.19,0.44,0.37
 Genk ,71016,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2014,0.21,0.44,0.35
 Genk ,71016,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.16,0.44,0.4
 Genk ,71016,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.26,0.42,0.32
 Genk ,71016,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2008,0.33,0.45,0.22
 Genk ,71016,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2011,0.39,0.39,0.22
 Genk ,71016,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2014,0.33,0.44,0.23
 Genk ,71016,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.35,0.44,0.21
 Genk ,71016,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.47,0.37,0.16
 Gent ,44021,ja,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.35,0.41,0.24
 Gent ,44021,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2008,0.44,0.43,0.13
 Gent ,44021,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2011,0.52,0.36,0.12
 Gent ,44021,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2014,0.31,0.46,0.23
 Gent ,44021,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.37,0.45,0.19
 Gent ,44021,ja,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.48,0.35,0.16
 Gent ,44021,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2008,0.14,0.39,0.46
 Gent ,44021,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2011,0.14,0.41,0.45
 Gent ,44021,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2014,0.14,0.38,0.48
 Gent ,44021,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.19,0.41,0.4
 Gent ,44021,ja,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.22,0.4,0.38
 Gent ,44021,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2008,0.27,0.48,0.25
 Gent ,44021,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2011,0.34,0.46,0.21
 Gent ,44021,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2014,0.26,0.47,0.27
 Gent ,44021,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.33,0.45,0.22
 Gent ,44021,ja,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.42,0.39,0.18
 Geraardsbergen ,41018,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.4,0.44,0.16
 Geraardsbergen ,41018,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.53,0.33,0.14
 Geraardsbergen ,41018,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.38,0.48,0.14
 Geraardsbergen ,41018,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.58,0.31,0.12
 Geraardsbergen ,41018,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.24,0.5,0.26
 Geraardsbergen ,41018,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.33,0.45,0.22
 Geraardsbergen ,41018,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.33,0.5,0.17
 Geraardsbergen ,41018,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.46,0.39,0.15
 Gingelom ,71017,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.45,0.43,0.12
 Gingelom ,71017,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.55,0.37,0.08
 Gingelom ,71017,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.46,0.42,0.12
 Gingelom ,71017,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.59,0.33,0.08
 Gingelom ,71017,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.14,0.44,0.42
 Gingelom ,71017,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.15,0.45,0.39
 Gingelom ,71017,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.4,0.45,0.15
 Gingelom ,71017,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.51,0.37,0.12
 Gistel ,35005,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.49,0.4,0.11
 Gistel ,35005,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.51,0.35,0.14
 Gistel ,35005,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.49,0.43,0.08
 Gistel ,35005,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.57,0.34,0.09
 Gistel ,35005,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.24,0.49,0.26
 Gistel ,35005,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.18,0.45,0.37
 Gistel ,35005,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.42,0.44,0.14
 Gistel ,35005,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.45,0.4,0.15
 Glabbeek ,24137,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.43,0.43,0.14
 Glabbeek ,24137,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.45,0.38,0.17
 Glabbeek ,24137,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.47,0.4,0.13
 Glabbeek ,24137,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.58,0.31,0.1
 Glabbeek ,24137,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.14,0.31,0.56
 Glabbeek ,24137,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.11,0.28,0.61
 Glabbeek ,24137,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.38,0.43,0.19
 Glabbeek ,24137,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.48,0.38,0.14
 Gooik ,23024,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.41,0.44,0.15
 Gooik ,23024,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.48,0.39,0.12
 Gooik ,23024,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.37,0.48,0.16
 Gooik ,23024,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.56,0.35,0.09
 Gooik ,23024,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.16,0.4,0.44
 Gooik ,23024,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.19,0.4,0.41
 Gooik ,23024,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.32,0.46,0.22
 Gooik ,23024,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.41,0.4,0.18
 Grimbergen ,23025,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.4,0.39,0.21
 Grimbergen ,23025,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.35,0.42,0.24
 Grimbergen ,23025,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.35,0.44,0.21
 Grimbergen ,23025,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.46,0.37,0.17
 Grimbergen ,23025,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.2,0.48,0.31
 Grimbergen ,23025,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.25,0.47,0.28
 Grimbergen ,23025,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.24,0.47,0.29
 Grimbergen ,23025,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.38,0.4,0.22
 Grobbendonk ,13010,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.4,0.45,0.15
 Grobbendonk ,13010,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.53,0.37,0.1
 Grobbendonk ,13010,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.4,0.47,0.13
 Grobbendonk ,13010,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.64,0.27,0.09
 Grobbendonk ,13010,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.29,0.46,0.25
 Grobbendonk ,13010,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.13,0.47,0.4
 Grobbendonk ,13010,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.35,0.47,0.18
 Grobbendonk ,13010,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.54,0.33,0.13
 Haacht ,24033,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.4,0.45,0.15
 Haacht ,24033,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.43,0.43,0.14
 Haacht ,24033,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.36,0.51,0.13
 Haacht ,24033,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.55,0.37,0.08
 Haacht ,24033,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.18,0.51,0.31
 Haacht ,24033,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.21,0.53,0.27
 Haacht ,24033,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.3,0.49,0.2
 Haacht ,24033,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.44,0.43,0.13
 Haaltert ,41024,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.45,0.42,0.13
 Haaltert ,41024,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.51,0.41,0.08
 Haaltert ,41024,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.4,0.48,0.12
 Haaltert ,41024,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.62,0.32,0.06
 Haaltert ,41024,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.45,0.39,0.17
 Haaltert ,41024,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.24,0.54,0.22
 Haaltert ,41024,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.32,0.49,0.18
 Haaltert ,41024,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.5,0.38,0.12
 Halen ,71020,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.47,0.37,0.17
 Halen ,71020,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.54,0.32,0.14
 Halen ,71020,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.46,0.38,0.16
 Halen ,71020,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.66,0.24,0.1
 Halen ,71020,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.27,0.43,0.3
 Halen ,71020,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.23,0.44,0.33
 Halen ,71020,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.4,0.4,0.2
 Halen ,71020,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.55,0.32,0.13
 Halle ,23027,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.35,0.41,0.24
 Halle ,23027,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.44,0.39,0.17
 Halle ,23027,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.32,0.45,0.23
 Halle ,23027,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.56,0.34,0.11
 Halle ,23027,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.31,0.42,0.27
 Halle ,23027,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.34,0.45,0.22
 Halle ,23027,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.26,0.47,0.27
 Halle ,23027,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.43,0.41,0.16
 Ham ,71069,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.43,0.41,0.16
 Ham ,71069,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.57,0.35,0.07
 Ham ,71069,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.42,0.44,0.14
 Ham ,71069,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.64,0.3,0.06
 Ham ,71069,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.21,0.42,0.37
 Ham ,71069,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.17,0.52,0.31
 Ham ,71069,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.37,0.45,0.18
 Ham ,71069,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.54,0.39,0.07
 Hamme ,42008,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.43,0.43,0.14
 Hamme ,42008,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.52,0.37,0.11
 Hamme ,42008,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.39,0.44,0.16
 Hamme ,42008,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.62,0.28,0.09
 Hamme ,42008,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.22,0.5,0.28
 Hamme ,42008,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.27,0.45,0.28
 Hamme ,42008,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.34,0.44,0.22
 Hamme ,42008,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2020,0.5,0.36,0.14
 Hamont-Achel ,72037,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2017,0.38,0.46,0.16
 Hamont-Achel ,72037,nee,Vertrouwen in overheden,Vertrouwen in Europese overheid,2020,0.45,0.42,0.13
 Hamont-Achel ,72037,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2017,0.33,0.49,0.17
 Hamont-Achel ,72037,nee,Vertrouwen in overheden,Vertrouwen in federale overheid,2020,0.55,0.37,0.08
 Hamont-Achel ,72037,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2017,0.14,0.45,0.41
 Hamont-Achel ,72037,nee,Vertrouwen in overheden,Vertrouwen in gemeente-/stadsbestuur,2020,0.24,0.5,0.26
 Hamont-Achel ,72037,nee,Vertrouwen in overheden,Vertrouwen in Vlaamse overheid,2017,0.28,0.51,0.21
